Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Block Development Officer,Internal,,Manoj Kumar,18-Jan-2026 07:56 PM,19-Jan-2026 01:00 PM,techsummary_2036559.pdf (199.87 KB),Finance,Financial Bid Open,Manoj Kumar,19-Jan-2026 05:13 PM,,BOQ Comparative Chart,1,5798580,G M CONTRACTOR,11-Jan-2026 10:47 PM,Rejected-Finance,Due to L2,19-Jan-2026 08:31 PM,19-Jan-2026,"INR 997,464.609",90.0,Manoj Kumar,23-Jan-2026 09:08 AM,AO.pdf (196.00 KB),1.0,5798536.0,M/S Govind Ram Contractor And Suppliers,INR,"997,464.609",Commissioner Rural Development UP||JDC Agra||CDO Mathura||DDO Mathura,2026_RDUP_1104128_5,"Memo/Acc./Ni.Su./2025-26, dt. 15.12.2025",Vikash khand Chhata ke paigaon mai damodar member ke khet se amar singh manager ke khet kharna karya.,Technical,Technical Bid Open,Manoj Kumar,18-Jan-2026 07:30 PM,,Block Development Officer,Internal,,Manoj Kumar,19-Jan-2026 08:31 PM,finsummary_2036559.pdf (196.95 KB),AOC,06-Jan-2026 03:00 PM,12-Jan-2026 04:00 PM,06-Jan-2026 03:00 PM,12-Jan-2026 03:00 PM,NA ,NA ,06-Jan-2026 03:00 PM,12-Jan-2026 03:00 PM,19-Jan-2026 01:00 PM,200.0,"Block Development Officer, Chhata",Mathura,No,"20,000",No,fixed,,"Block Development Officer, Chhata",Mathura,"Block Development Officer, Chhata","Block Development Office, Chhata, District Mathura",1,DD - Demand Draft,Vikash khand Chhata ke paigaon mai damodar member ke khet se amar singh manager ke khet kharna karya.,Vikash khand Chhata ke paigaon mai damodar member ke khet se amar singh manager ke khet kharna karya.,Please refer Tender documents. ,NA ,"9,98,000",Civil Works,NA ,Tender,90.0,90.0,Mathura,281001.0,NA ,NA ,NA ,"Block Development Officer, Chhata",No ,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,Commissioner Rural Development UP||JDC Agra||CDO Mathura||DDO Mathura,"Memo/Acc./Ni.Su./2025-26, dt. 15.12.2025",2026_RDUP_1104128_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,,,,,2,5798536,M/S Govind Ram Contractor And Suppliers,11-Jan-2026 10:48 PM,Accepted-AOC,AOC,23-Jan-2026 09:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,5798162,SHRI BIHARI JI CONTRACTOR,11-Jan-2026 10:20 PM,Rejected-Finance,Due to L2,19-Jan-2026 08:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
