Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Technical Document,1.0,SBI Bank,15-Oct-2025 02:00 PM,21-Oct-2025 12:00 PM,15-Oct-2025 03:00 PM,21-Oct-2025 11:00 AM,NA ,NA ,15-Oct-2025 03:00 PM,21-Oct-2025 11:00 AM,31-Oct-2025 02:00 PM,354.0,Nil,Nil,No,EE MCD,E.E Mcd Irrigation Coloney Fatahan Mirzapur,NIT-06-EEMCD-2025-26 LOT-02,Scraping and Jungle Clearance From Km. 0.000 to km. 6.800 in Banki Dy. LOT-2,Please refer Tender documents. ,NA ,,Civil Works - Canal,NA ,Tender,90.0,15.0,MIRZAPUR,231001.0,NA ,NA ,NA ,Office of The EE MCD,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Mirzapur||MCD, mirzaprur",Tender Notice No-06-EE-2025-26,2025_UPIDC_1082497_2,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,"7,000",No,fixed,,Nil,Nil,AOC,SHRI PRAMOD KUMAR EE MCD MZP,Internal,"SHRI PRAMOD KUMAR, EXECUTIVE ENGINEER, MIRZAPUR CANAL DIVISION,MIRZAPUR SHRI HARISHANKAR PRASAD, EXECUTIVE ENGINEER, IRRIGATON DIVISION CHUNAR, MIRZAPUR SHRI RAVINDRA KUMAR VERMA , DAO, MCD MZP",PRAMOD KUMAR,11-Nov-2025 04:20 PM,finsummary_1982475.pdf (244.72 KB),Technical,Summary Attached,PRAMOD KUMAR,28-Oct-2025 01:22 PM,technical_1982475.pdf,SHRI PRAMOD KUMAR EE MCD MZP,Internal,"SHRI PRAMOD KUMAR, EXECUTIVE ENGINEER, MIRZAPUR CANAL DIVISION,MIRZAPUR SHRI HARISHANKAR PRASAD, EXECUTIVE ENGINEER, IRRIGATON DIVISION CHUNAR, MIRZAPUR SHRI RAVINDRA KUMAR VERMA , DAO, MCD MZP",PRAMOD KUMAR,28-Oct-2025 03:17 PM,31-Oct-2025 02:00 PM,techsummary_1982475.pdf (244.72 KB),Finance,Summary Attached,PRAMOD KUMAR,10-Nov-2025 01:14 PM,finance_1982475.pdf,BOQ Comparative Chart,1,5620360,ARUN CONSTRUCTION,20-Oct-2025 03:36 PM,Rejected-Finance,Higher Rate In The Tender,11-Nov-2025 04:20 PM,1.0,5616723.0,SRI SAI ENTERPRISES,INR,"165,873.55","U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Mirzapur||MCD, mirzaprur",2025_UPIDC_1082497_2,Tender Notice No-06-EE-2025-26,NIT-06-EEMCD-2025-26 LOT-02,21-Nov-2025,"INR 165,873.55",15.0,PRAMOD KUMAR,19-Jan-2026 02:04 PM,nit6lot02.pdf (12453.00 KB),AOC,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5620575,M S G K CONSTRUCTION,20-Oct-2025 10:42 PM,Rejected-Finance,Higher Rate In The Tender,11-Nov-2025 04:20 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5620641,M/S KRISHNA NAND SINGH,21-Oct-2025 04:31 AM,Rejected-Finance,Higher Rate In The Tender,11-Nov-2025 04:20 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,5620442,M/S KRISHNA PANDEY,20-Oct-2025 05:30 PM,Rejected-Finance,Higher Rate In The Tender,11-Nov-2025 04:20 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,5620339,M/S NAVEEN KUMAR YADAV,20-Oct-2025 03:42 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Oct-2025 01:22 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,5619236,MS VIJAY KUMAR SINGH,19-Oct-2025 05:51 PM,Rejected-Finance,Higher Rate In The Tender,11-Nov-2025 04:20 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,5620223,NOORJAHAN COSNTRUCTION,20-Oct-2025 01:00 PM,Rejected-Finance,Higher Rate In The Tender,11-Nov-2025 04:20 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,5620095,SANTOSH KUMAR,20-Oct-2025 11:31 AM,Rejected-Finance,Higher Rate In The Tender,11-Nov-2025 04:20 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,5618543,SHOBH NATH,18-Oct-2025 07:42 PM,Rejected-Finance,Higher Rate In The Tender,11-Nov-2025 04:20 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,5619432,SHRADDHA CONSTRUCTION,19-Oct-2025 07:44 PM,Rejected-Finance,Higher Rate In The Tender,11-Nov-2025 04:20 PM,,,,,,,,,,,,,,,,,AOC
