Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
05-Dec-2025 06:00 PM,22-Dec-2025 10:00 AM,05-Dec-2025 06:00 PM,20-Dec-2025 06:00 PM,NA ,NA ,05-Dec-2025 06:00 PM,20-Dec-2025 06:00 PM,31-Dec-2025 02:00 PM,Managing Director UPSWC,U.P. State warehousing corporation New Hyderabad Lucknow 226007,UP STATE WAREHOUSING CORPORATION,2025122610-1,2025_UPSWC_1096043_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,Repair/Construction of UPSWC Godowns at Gajraula (Amroha) Part-A,Repair/Construction of UPSWC Godowns at Gajraula (Amroha) Part-A,Only registered contractor with UPSWC can apply ,NA ,"13,42,895",Civil Works,Maintenance /Construction Work ,Tender,90.0,60.0,Gajraula (Amroha),244235.0,Head Office UPSWC ,U.P. State warehousing corporation New Hyderabad Lucknow 226007 ,18-Dec-2025 02:00 PM ,Head Office UPSWC,No ,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,1.0,RTGS - RTGS Payment,"26,900",No,fixed,,U.P. State warehousing corporation,Lucknow,"1,180",U.P. State warehousing corporation,Lucknow,No,AOC,Technical,Technical Bid Result,Madan Pal Singh,30-Dec-2025 06:33 PM,technical_2017499.pdf,Sachiv,Internal,"Junior Office Assistant, Junior Engineer, Rakesh Kumar Rawat Senior Account Officer, Suraj Rai Senior Account Officer,Dy. Manager Finance, Manager Finance, Incharge Excutive Engineer",Madan Pal Singh,02-Jan-2026 02:27 PM,finsummary_2017499.pdf (716.48 KB),Finance,Financial Bid Result,Madan Pal Singh,02-Jan-2026 02:17 PM,finance_2017499.pdf,BOQ Comparative Chart,Sachiv,Internal,"Sachiv (Chairperson), In Charge E.E.-Civil (Co-Ordinator), Manager Fin., Dy. Manager Fin.(Manish Sonkar), Sr. Acc. Officer (Suraj Rai), Sr. Acc. Officer (Rakesh Rawat), J.E. Civil, N.C.Joshi(Jr. Ass.)",Madan Pal Singh,30-Dec-2025 08:48 PM,31-Dec-2025 02:00 PM,techsummary_2017499.pdf (465.51 KB),14-Jan-2026,"INR 1,141,460.9",60.0,Rakesh Kumar Rawat,27-Jan-2026 12:41 PM,gajA.pdf (537.00 KB),Work Award,1.0,5758193.0,SARVESH KUMAR SINGH,INR,"1,141,460.9",UP STATE WAREHOUSING CORPORATION,2025_UPSWC_1096043_1,2025122610-1,Repair/Construction of UPSWC Godowns at Gajraula (Amroha) Part-A,1,5755813,Ankur Constructions,18-Dec-2025 10:27 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 12:41 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5753841,A.T.CONS.,17-Dec-2025 08:53 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 12:24 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5749451,BIJNOR CONSTRUCTION and SUPPLIERS,17-Dec-2025 11:07 AM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 12:41 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5759182,JAFARGANJ CONSTRUCTION,20-Dec-2025 02:24 AM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 12:41 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5755878,M/S A.N CONSTRUCTIONS,18-Dec-2025 10:47 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 12:41 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5759250,M/S BHAGWATI ASSOCIATES,20-Dec-2025 03:19 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-Dec-2025 06:33 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5757978,M/S KRISHNA TRADERS,19-Dec-2025 09:26 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 12:41 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5753959,M/S MAS CONSTRUCTION,17-Dec-2025 09:50 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 12:41 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5757682,M/s satyavir singh contractor,19-Dec-2025 07:24 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 12:41 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5757491,M/S YASH ENTERPRISES,19-Dec-2026 12:24 AM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 12:41 PM,AOC
