Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Repairing and polishing of Kota Stone flooring at 2nd floor of Dr. Ram Manohar Lohiya Parikalp Bhawan Telibagh Lucknow.(Lot No.48),Repairing and polishing of Kota Stone flooring at 2nd floor of Dr. Ram Manohar Lohiya Parikalp Bhawan Telibagh Lucknow.(Lot No.48),Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,30.0,"Prikalp Bhawan Telibagh, Lucknow.",226002.0,NA ,NA ,NA ,canal Colony,No ,No,590.0,Nil,Nil,No,Assistant Engineer IV,LDSC Lucknow.,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Fee/EMD/Technical,08-Aug-2025 03:00 PM,18-Aug-2025 03:00 PM,08-Aug-2025 03:00 PM,18-Aug-2025 12:00 PM,08-Aug-2025 03:00 PM ,18-Aug-2025 12:00 PM ,08-Aug-2025 03:00 PM,18-Aug-2025 12:00 PM,26-Aug-2025 11:00 AM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",03/AEIV/2025-26,2025_UPIDC_1063632_48,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"3,260",No,fixed,,Nil,Nil,AOC,1.0,5437072.0,M/S M. K. CONSTRUCTION,INR,"151,483.5",Finance,boq,deena nath maurya,26-Aug-2025 04:28 PM,finance_1938688.pdf,BOQ Comparative Chart,D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,28-Aug-2025 04:25 PM,finsummary_1938688.pdf (914.43 KB),"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",2025_UPIDC_1063632_48,03/AEIV/2025-26,Repairing and polishing of Kota Stone flooring at 2nd floor of Dr. Ram Manohar Lohiya Parikalp Bhawan Telibagh Lucknow.(Lot No.48),1,5437072,M/S M. K. CONSTRUCTION,17-Aug-2025 08:30 PM,Accepted-AOC,L1,05-Jan-2026 04:21 PM,D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,25-Aug-2025 04:09 PM,26-Aug-2025 11:00 AM,techsummary_1938688.pdf (914.43 KB),06-Sep-2025,"INR 151,483.5",30.0,deena nath maurya,05-Jan-2026 04:21 PM,agno120.pdf (650.00 KB),AOC,Technical,summary,deena nath maurya,25-Aug-2025 03:16 PM,technical_1938688.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,5441659,SHIV RAM ENTERPRISES,17-Aug-2025 01:15 PM,Rejected-AOC,L2,05-Jan-2026 04:21 PM,,,,,,,,,,,,,,,,,,,,AOC
