Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage
SHIV SHANKAR,Internal,,SHIV SHANKAR,21-Nov-2025 12:42 PM,21-Nov-2025 02:00 PM,techsummary_2001328.pdf (485.65 KB),27-Jan-2026,"INR 169,000",10.0,SHIV SHANKAR,27-Jan-2026 07:12 PM,Accepted.pdf (20.00 KB),Technical,1 Not Admitted and 3 Admitted,SHIV SHANKAR,21-Nov-2025 12:07 PM,,SHIV SHANKAR,Internal,,SHIV SHANKAR,27-Jan-2026 07:09 PM,finsummary_2001328.pdf (19.51 KB),Finance,all Admitted,SHIV SHANKAR,24-Jan-2026 07:41 PM,,BOQ Comparative Chart,1.0,5684124.0,SRI BHOLANATH YADAV,INR,"133,872","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-32, azamgarh",2025_UPIDC_1086402_38,04/AE-III/2025-26,Earth Work in Silt Clearance/Scraping of Karampur Dy. from Km. 8.000 to Km. 12.000,1,5682125,M/S. AARADHYA TRADERS,17-Nov-2025 10:48 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-Nov-2025 12:07 PM,AOC,12-Nov-2025 11:45 AM,19-Nov-2025 11:30 AM,12-Nov-2025 11:45 AM,18-Nov-2025 05:00 PM,NA ,NA ,12-Nov-2025 11:45 AM,18-Nov-2025 05:00 PM,21-Nov-2025 02:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-32, azamgarh",04/AE-III/2025-26,2025_UPIDC_1086402_38,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,89.0,Nil,Nil,No,ASSISTANT ENGINEER-III,ASSISTANT ENGINEER-III SHARDA SAHAYAK KHAND-32 AZAMGARH,Earth Work in Silt Clearance/Scraping of Karampur Dy. from Km. 8.000 to Km. 12.000,Silt Clearance/Scraping,Please refer Tender documents. ,NA ,"1,69,000",Civil Works,NA ,Tender,90.0,10.0,AZAMGARH,276001.0,NA ,NA ,NA ,AZAMGARH,No ,No,"17,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,e-Document,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5685102,M/S SHRI RAM SINGH,18-Nov-2025 02:15 PM,Rejected-Finance,L2,27-Jan-2026 07:09 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5684124,SRI BHOLANATH YADAV,18-Nov-2025 10:18 AM,Accepted-AOC,L1,27-Jan-2026 07:13 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5682509,VIVEK NARAYAN PANDEY CONTRACTOR,18-Nov-2025 03:57 PM,Rejected-Finance,L3,27-Jan-2026 07:09 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
