Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
11-Dec-2025,"INR 122,033.84",25.0,Birendra Paswan,01-Jan-2026 12:12 PM,04.pdf (310.00 KB),"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Rapti CC Circle-2, Basti||SCD, bansi",2025_UPIDC_1078690_4,03/EESNK1BANSI/2025-26,SiltScraping and jungle clearance of Basdiliya Mr. From Km.0.000 to Km.6.000,1.0,5602474.0,SHAKUNTALA MISHRA,INR,"122,033.84",1,5598520,DC CONSTRUCTION,10-Oct-2025 06:15 PM,Rejected-Finance,As per Upload,01-Dec-2025 01:30 PM,Technical,As per upload,Birendra Paswan,19-Oct-2025 10:44 AM,technical_1972416.pdf,Birendra Paswan,Internal,,Birendra Paswan,01-Dec-2025 01:30 PM,finsummary_1972416.pdf (278.44 KB),Finance,As per Upload,Birendra Paswan,01-Dec-2025 01:24 PM,,BOQ Comparative Chart,Birendra Pasean,Internal,,Birendra Paswan,24-Oct-2025 12:29 PM,24-Oct-2025 03:00 PM,techsummary_1972416.pdf (447.38 KB),AOC,SiltScraping and jungle clearance of Basdiliya Mr. From Km.0.000 to Km.6.000,SiltScraping and jungle clearance of Basdiliya Mr. From Km.0.000 to Km.6.000,Please refer Tender documents. ,NA ,"1,63,000",Civil Works - Canal,NA ,Rate Contract,90.0,25.0,SIDDHARTH NAGAR,272153.0,NA ,NA ,NA ,SARYU NAHAR KHAND 1 BANSI SIDDHARTH NAGAR,No ,No,1.0,Fee/PreQual/Technical,.pdf,Tender Document,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Rapti CC Circle-2, Basti||SCD, bansi",03/EESNK1BANSI/2025-26,2025_UPIDC_1078690_4,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,SARYU NAHAR KHAND 1 BANSI SIDDHARTH NAGAR,SARYU NAHAR KHAND 1 BANSI SIDDHARTH NAGAR,1.0,SBI Bank,589.0,Nil,Nil,No,04-Oct-2025 10:00 AM,13-Oct-2025 02:00 PM,04-Oct-2025 10:00 AM,13-Oct-2025 01:00 PM,NA ,NA ,04-Oct-2025 10:00 AM,13-Oct-2025 01:00 PM,24-Oct-2025 03:00 PM,"3,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,2,5597116,INDRA FERM,09-Oct-2025 07:39 PM,Rejected-Finance,As per Upload,01-Dec-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,5600959,M/S JAI MAA VAISNO TRADERS,12-Oct-2025 12:42 PM,Rejected-Finance,As per Upload,01-Dec-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,5601774,M/S PRABHAT TRADERS,12-Oct-2025 06:02 PM,Rejected-Finance,As per Upload,01-Dec-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,5601678,M/S SHUKLA ENTERPRISES,12-Oct-2025 04:51 PM,Rejected-Technical,As per Upload,24-Oct-2025 12:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,5601954,M/S SIYA ENTERPRISES,12-Oct-2025 07:26 PM,Rejected-Finance,As per Upload,01-Dec-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,5602474,SHAKUNTALA MISHRA,13-Oct-2025 03:54 AM,Accepted-AOC,As per Upload,01-Jan-2026 12:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
