Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
06-Jan-2026,"INR 134,179,974.36",365.0,VIKAS KUMAR,06-Jan-2026 03:12 PM,aoc424_12.pdf (207.00 KB),AOC,Technical,EVALUATION,BHARAM PAL SINGH,31-Oct-2025 04:10 PM,,Committee,Internal,Committee,BHARAM PAL SINGH,31-Oct-2025 04:12 PM,31-Oct-2025 04:20 PM,techsummary_1967978.pdf (726.28 KB),1.0,5581938.0,A K GUPTA CONSTRUCTION CO,INR,"134,179,974.36",Committee,Internal,Committee,VIKAS KUMAR,11-Nov-2025 03:29 PM,finsummary_1967978.pdf (89.73 KB),Finance,UNDER EVALUATION,VIKAS KUMAR,11-Nov-2025 03:24 PM,,BOQ Comparative Chart,Yamuna Expressway Industrial Development Authority,2025_YEIDA_1076898_12,YEA/GM(PROJECT)/2025/424 DT-19/09/2025,"Internal Devolvement of Residential Plot Scheme in Sector-24A, YEIDA. WC-04",1,5581938,A K GUPTA CONSTRUCTION CO,06-Oct-2025 03:06 PM,Accepted-AOC,L1,06-Jan-2026 03:11 PM,AOC,1.0,Fee/PreQual/Technical,.pdf,APPENDIX A TO E,24-Sep-2025 06:55 PM,07-Oct-2025 11:00 AM,24-Sep-2025 06:55 PM,06-Oct-2025 05:00 PM,NA ,NA ,24-Sep-2025 06:55 PM,06-Oct-2025 05:00 PM,31-Oct-2025 04:20 PM,"28,13,000",No,fixed,,Nil,Nil,1.0,SBI Bank,"6,770",Nil,Nil,No,"Internal Devolvement of Residential Plot Scheme in Sector-24A, YEIDA. WC-04","Internal Devolvement of Residential Plot Scheme in Sector-24A, YEIDA. WC-04",Please refer Tender documents. ,NA ,"18,12,99,789",Civil Works,NA ,Tender,90.0,365.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,"2ND FLOOR ,YEIDA OFFICE",No ,No,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/424 DT-19/09/2025,2025_YEIDA_1076898_12,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5584084,M/S GUPTA ASSOCIATES,06-Oct-2025 01:03 PM,Rejected-Finance,L3,11-Nov-2025 03:29 PM,AOC,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5586892,M/s Sunil Kumar Jain,06-Oct-2025 03:14 PM,Rejected-Finance,L4,11-Nov-2025 03:29 PM,AOC,,,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5587494,SHUBHAM BUILDERS,06-Oct-2025 03:33 PM,Rejected-Finance,L2,11-Nov-2025 03:29 PM,AOC,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5587935,SRS EXPRESS PRIVATE LIMITED,06-Oct-2025 04:55 PM,Rejected-Finance,L5,11-Nov-2025 03:29 PM,AOC,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
