Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
Er SP Mishra,Internal,Er DP Mishra,Satyaprakash Mishra,15-Dec-2025 06:07 PM,17-Dec-2025 01:00 PM,techsummary_2019043.pdf (606.25 KB),Technical,d,Satyaprakash Mishra,15-Dec-2025 05:11 PM,,07-Jan-2026,"INR 2,113,153.26",90.0,Satyaprakash Mishra,08-Jan-2026 04:39 PM,dines.pdf (251.00 KB),AWARD OF CONTRACT,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,2025_REDUP_1096617_13,Notice No. 1768 date 30-10-2025,Construction of Pakki road and nali at Naini Mahewa Indalpur Main marg par bank of Baroda ke samne saiman gali me Dr Ashok kumar kesharwani Dagga house to ram krishna shukla se ghar and rajesh kumar rai house to manish kumar gupta house,1,5735555,M/S K D R S S AND SONS,10-Dec-2025 11:20 PM,Accepted-AOC,AWARD,08-Jan-2026 04:39 PM,Er SP Mishra,Internal,Er DP Mishra,Satyaprakash Mishra,02-Jan-2026 03:34 PM,finsummary_2019043.pdf (577.89 KB),Finance,d,Satyaprakash Mishra,19-Dec-2025 12:38 PM,,BOQ Comparative Chart,1.0,5735555.0,M/S K D R S S AND SONS,INR,"2,113,153.26",AOC,"2,500",Nil,Nil,No,eeredallahabad,eeredallahabad,"43,000",No,fixed,,Nil,Nil,05-Dec-2025 06:25 PM,12-Dec-2025 01:00 PM,05-Dec-2025 06:25 PM,11-Dec-2025 05:00 PM,NA ,NA ,05-Dec-2025 06:25 PM,11-Dec-2025 05:00 PM,17-Dec-2025 01:00 PM,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,Notice No. 1768 date 30-10-2025,2025_REDUP_1096617_13,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of Pakki road and nali at Naini Mahewa Indalpur Main marg par bank of Baroda ke samne saiman gali me Dr Ashok kumar kesharwani Dagga house to ram krishna shukla se ghar and rajesh kumar rai house to manish kumar gupta house,Construction of Pakki road and nali at Naini Mahewa Indalpur Main marg par bank of Baroda ke samne saiman gali me Dr Ashok kumar kesharwani Dagga house to ram krishna shukla se ghar and rajesh kumar rai house to manish kumar gupta house,Please refer Tender documents. ,NA ,"21,15,000",Civil Works,NA ,Tender,90.0,NA ,eeredallahabad,211002.0,NA ,NA ,NA ,eeredallahabad,No ,No,1,Fee/PreQual/Technical,.pdf,pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,2,5732969,M/S SADGURU CONSTRUCTION SUPPLIERS,10-Dec-2025 12:50 PM,Rejected-Finance,Higher,02-Jan-2026 03:34 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,xls,AOC
