Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE AGRA,1032/NIVIDA AGRA/2025-26 dt 04.12.2025,2025_REDUP_1102870_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,EEREDAGRA,EEREDAGRA,"30,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,SBD,4. VIKASH KHAND AKOLA VIKASH BARULI AHIR K BIBINN GRAMOAI 06 ISTHALIO PAR SEMI HIGHMASK LIGHT KJA ADISTHAPN KARYA,4. VIKASH KHAND AKOLA VIKASH BARULI AHIR K BIBINN GRAMOAI 06 ISTHALIO PAR SEMI HIGHMASK LIGHT KJA ADISTHAPN KARYA,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,AGRA,282002.0,NA ,NA ,NA ,EEREDAGRA,No ,No,1.0,SBI Bank,30-Dec-2025 04:00 PM,06-Jan-2026 12:30 PM,30-Dec-2025 04:00 PM,05-Jan-2026 12:00 PM,NA ,NA ,30-Dec-2025 04:00 PM,05-Jan-2026 12:00 PM,07-Jan-2026 10:00 AM,854.0,Nil,Nil,No,AOC,EERED,Internal,,Dinesh Singh,06-Jan-2026 01:22 PM,07-Jan-2026 10:00 AM,techsummary_2033668.pdf (192.22 KB),Finance,F,Dinesh Singh,07-Jan-2026 01:42 PM,,BOQ Comparative Chart,EERED,Internal,,Dinesh Singh,08-Jan-2026 12:56 PM,finsummary_2033668.pdf (192.22 KB),Technical,technical,Dinesh Singh,06-Jan-2026 01:18 PM,,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE AGRA,2025_REDUP_1102870_4,1032/NIVIDA AGRA/2025-26 dt 04.12.2025,4. VIKASH KHAND AKOLA VIKASH BARULI AHIR K BIBINN GRAMOAI 06 ISTHALIO PAR SEMI HIGHMASK LIGHT KJA ADISTHAPN KARYA,1.0,5785208.0,M/S KRISHNA INFRATECH,INR,"1,495,835",1,5785217,Lovely Enterprises,01-Jan-2026 11:23 PM,Rejected-Finance,L2,08-Jan-2026 12:56 PM,08-Jan-2026,"INR 1,495,835",90.0,Dinesh Singh,28-Jan-2026 12:15 PM,nRESPONSIVE.pdf (192.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5785208,M/S KRISHNA INFRATECH,02-Jan-2026 10:10 AM,Accepted-AOC,L1,28-Jan-2026 12:15 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5785193,M/S ONN INFRATECH,02-Jan-2026 12:22 AM,Rejected-Finance,L3,08-Jan-2026 12:56 PM,,,,,,,AOC
