Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Executive Engineer,"Executive Engineer office - H.No.-36 Surya Nagar, Near State Bank Colony, Delhi Road Saharanpur",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,126/EE/SRE/E-TENDER/2025-26,2026_SCIDC_1104955_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"Under Vidhayak Nidhi Yojna (Shri Jaswant Saini ji, MLC) Construction of CC Road and Side Drain work from Mir Singh house to Sahendra Farn at Vill Kantla Block Nanota, District- Saharanpur","Under Vidhayak Nidhi Yojna (Shri Jaswant Saini ji, MLC) Construction of CC Road and Side Drain work from Mir Singh house to Sahendra Farn at Vill Kantla Block Nanota, District- Saharanpur",Please refer Tender documents. ,NA ,"9,86,223",Civil Works,NA ,Tender,90.0,90.0,District Saharanpur,247001.0,NA ,NA ,NA ,Executive Engineer office,No ,No,09-Jan-2026 12:00 PM,15-Jan-2026 12:00 PM,09-Jan-2026 12:00 PM,15-Jan-2026 11:00 AM,NA ,NA ,09-Jan-2026 12:00 PM,15-Jan-2026 11:00 AM,15-Jan-2026 05:00 PM,"1,062",UPSCIDCO,SAHARANPUR,No,"20,000",No,fixed,,UPSCIDCO,SAHARANPUR,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,1.0,RTGS - RTGS Payment,AOC,Executive Engineer,Internal,"V.K. Kardam - E.E., M. Chandra - AAO",Vinod Kumar Kardam,15-Jan-2026 04:23 PM,15-Jan-2026 05:00 PM,techsummary_2038721.pdf (324.67 KB),Finance,Financial Evaluation Summary,Vinod Kumar Kardam,30-Jan-2026 01:34 PM,finance_2038721.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"V.K. Kardam - E.E., M. Chandra - AAO",Vinod Kumar Kardam,30-Jan-2026 01:36 PM,finsummary_2038721.pdf (324.67 KB),Technical,Technical Evaluation Summary,Vinod Kumar Kardam,15-Jan-2026 04:21 PM,technical_2038721.pdf,1,5801698,sachin kumar,13-Jan-2026 05:27 PM,Accepted-AOC,Being L1,30-Jan-2026 01:39 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,2026_SCIDC_1104955_1,126/EE/SRE/E-TENDER/2025-26,"Under Vidhayak Nidhi Yojna (Shri Jaswant Saini ji, MLC) Construction of CC Road and Side Drain work from Mir Singh house to Sahendra Farn at Vill Kantla Block Nanota, District- Saharanpur",1.0,5801698.0,sachin kumar,INR,"986,124",30-Jan-2026,"INR 986,124",90.0,Vinod Kumar Kardam,30-Jan-2026 01:38 PM,aoc.pdf (536.00 KB),"AWARD OF CONTRACT for Construction of CC Road and Side Drain work from Mir Singh house to Sahendra Farn at Vill Kantla Block Nanota, District- Saharanpur",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5805091,SAINI CONTRACTORS,14-Jan-2026 10:13 PM,Rejected-Finance,Being L2,30-Jan-2026 01:36 PM,,,,,,,,,,,,,,,,,AOC
