Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
16-Nov-2025,"INR 191,908.27",18.0,SUNIL KUMAR BHASKAR,06-Jan-2026 02:42 PM,AnyScanner.pdf (502.00 KB),AOC,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||Irrigation Works Circle, Sitapur||SDSC, shahjahanpur",2025_UPIDC_1081182_2,03/EE/2025-26,SILT CLEARANCE AND SCRAPING OF RUJWARI MR. FROM KM. 0.000 TO KM. 7.460,1.0,5648014.0,NDPSY Enterprises,INR,"191,908.27",1.0,5648014.0,NDPSY Enterprises,03-Nov-2025 10:57 AM,Accepted-AOC,AOC,06-Jan-2026 02:42 PM,Technical,F,SUNIL KUMAR BHASKAR,12-Nov-2025 02:53 PM,,SUNIL KUMAR BHASKAR E.E,Internal,Devendra Kumar Sahai E.E,SUNIL KUMAR BHASKAR,15-Nov-2025 04:33 PM,finsummary_1991279.pdf (869.62 KB),Finance,F,SUNIL KUMAR BHASKAR,15-Nov-2025 04:28 PM,,BOQ Comparative Chart,SUNIL KUMAR BHASKAR E.E,Internal,Devendra Kumar Sahai E.E,SUNIL KUMAR BHASKAR,12-Nov-2025 08:11 PM,13-Nov-2025 01:00 PM,techsummary_1991279.pdf (287.42 KB),AOC,SILT CLEARANCE AND SCRAPING OF RUJWARI MR. FROM KM. 0.000 TO KM. 7.460,SILT CLEARANCE AND SCRAPING OF RUJWARI MR. FROM KM. 0.000 TO KM. 7.460,03/EE/2025-26 ,NA ,"2,01,000",Civil Works - Canal,NA ,Tender,90.0,NA ,SHAHJAHANPUR U.P,242001.0,NA ,NA ,NA ,SHARDA CANAL DIVISION SHAHJAHANPUR,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||Irrigation Works Circle, Sitapur||SDSC, shahjahanpur",03/EE/2025-26,2025_UPIDC_1081182_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,NIT,28-Oct-2025 04:00 PM,03-Nov-2025 01:30 PM,28-Oct-2025 04:00 PM,03-Nov-2025 12:30 PM,NA ,NA ,28-Oct-2025 04:00 PM,03-Nov-2025 12:30 PM,13-Nov-2025 01:00 PM,1.0,SBI Bank,589.0,Nil,Nil,No,EXECUTIVE ENGNINEER,SHARDA CANAL DIVISION SHAHJAHANPUR,"5,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,AOC
