S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,DD - Demand Draft,"30,000",No,fixed,,ADG PTC,SITAPUR,GHUDSAWARI SPORTS SE SAMBANDHIT SAMAN KRAY VA APURTI KARAYA,GHUDSAWARI SPORTS SE SAMBANDHIT SAMAN KRAY VA APURTI KARAYA,Please refer Tender documents. ,NA ,,Miscellaneous,NA ,Tender,30.0,NA ,PTC SITAPUR,261001.0,NA ,NA ,NA ,PTC SITAPUR,No ,No,Director General of U.P. Police||Police Training Directorate||ADG Police Training College Sitapur||DIG Police Training College Sitapur,ka-40/2025,2026_UPPOL_1107170_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Offline,No,No,No,19-Jan-2026 09:00 AM,27-Jan-2026 11:00 AM,19-Jan-2026 09:00 AM,26-Jan-2026 06:55 PM,NA ,NA ,19-Jan-2026 09:00 AM,26-Jan-2026 06:55 PM,28-Jan-2026 06:35 PM,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,ADG PTC,PTC SITAPUR,590.0,ADG PTC,SITAPUR,No,AOC,Finance,Financial Evaluation Admited,OM PRAKASH YADAV,30-Jan-2026 05:24 PM,finance_2043194.pdf,BOQ Comparative Chart,ADG,Internal,ADG SP CO RI,CHANDRAKESH SINGH,28-Jan-2026 06:30 PM,28-Jan-2026 06:35 PM,techsummary_2043194.pdf (285.69 KB),Technical,summary,CHANDRAKESH SINGH,28-Jan-2026 06:00 PM,,ADG,Internal,SP CO RI,OM PRAKASH YADAV,30-Jan-2026 05:41 PM,finsummary_2043194.pdf (293.82 KB),01-Feb-2026,"INR 150,000",365.0,OM PRAKASH YADAV,30-Jan-2026 05:53 PM,AwardOfContract.pdf (247.00 KB),Contract value,1,5824664,ANURAG TRADING SERVICES,26-Jan-2026 04:54 PM,Rejected-Finance,HIGHER BID AMOUNT,30-Jan-2026 05:41 PM,1.0,5824289.0,TWENTY FOUR INTO SEVEN SERVICES,INR,"192,703.98",Director General of U.P. Police||Police Training Directorate||ADG Police Training College Sitapur||DIG Police Training College Sitapur,2026_UPPOL_1107170_1,ka-40/2025,GHUDSAWARI SPORTS SE SAMBANDHIT SAMAN KRAY VA APURTI KARAYA,AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5824439,GEETA HORSE FEED AND MATERIAL SUPPLIERS,26-Jan-2026 03:30 PM,Rejected-Finance,HIGHER BID AMOUNT,30-Jan-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5824776,HARDEV STATIONERS & SUPPLIES,26-Jan-2026 06:36 PM,Rejected-Technical,non response,28-Jan-2026 06:30 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5823125,MANOJ ASSOCIATES,26-Jan-2026 01:53 PM,Rejected-Technical,non response,28-Jan-2026 06:30 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5824289,TWENTY FOUR INTO SEVEN SERVICES,26-Jan-2026 02:17 PM,Accepted-AOC,LOWEST BID AMOUNT,30-Jan-2026 05:53 PM,,,,,,,,,,AOC
