S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
1,5755786,Ankur Constructions,18-Dec-2025 10:16 PM,Accepted-AOC,Selected From lottery system,27-Jan-2026 03:26 PM,1.0,5755786.0,Ankur Constructions,INR,"1,349,061.82",UP STATE WAREHOUSING CORPORATION,2025_UPSWC_1096089_1,2025122620.0,Repair/Construction of UPSWC Godowns at Alopibagh (Prayagraj),12-Jan-2026,"INR 1,349,061.82",90.0,Rakesh Kumar Rawat,27-Jan-2026 03:25 PM,alopibagh.pdf (609.00 KB),Work Award,Sachiv,Internal,"Sachiv (Chairperson), In Charge E.E.-Civil (Co-Ordinator), Manager Fin., Dy. Manager Fin.(Manish Sonkar), Sr. Acc. Officer (Suraj Rai), Sr. Acc. Officer (Rakesh Rawat), J.E. Civil, N.C.Joshi(Jr. Ass.)",Madan Pal Singh,30-Dec-2025 08:39 PM,31-Dec-2025 02:00 PM,techsummary_2017626.pdf (465.51 KB),Finance,Financial Bid Result,Madan Pal Singh,02-Jan-2026 02:03 PM,finance_2017626.pdf,BOQ Comparative Chart,Sachiv,Internal,"Junior Office Assistant, Junior Engineer, Rakesh Kumar Rawat Senior Account Officer, Suraj Rai Senior Account Officer,Dy. Manager Finance, Manager Finance, Incharge Excutive Engineer",Madan Pal Singh,02-Jan-2026 02:59 PM,finsummary_2017626.pdf (716.48 KB),Technical,Technical Bid Result,Madan Pal Singh,30-Dec-2025 06:53 PM,technical_2017626.pdf,AOC,Repair/Construction of UPSWC Godowns at Alopibagh (Prayagraj),Repair/Construction of UPSWC Godowns at Alopibagh (Prayagraj),Only registered contractor with UPSWC can apply ,NA ,"15,87,132",Civil Works,Maintenance /Construction Work ,Tender,90.0,90.0,Alopibagh (Prayagraj),211006.0,Head Office UPSWC ,U.P. State warehousing corporation New Hyderabad Lucknow 226007 ,18-Dec-2025 02:00 PM ,Head Office UPSWC,No ,No,UP STATE WAREHOUSING CORPORATION,2025122620.0,2025_UPSWC_1096089_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"31,800",No,fixed,,U.P. State warehousing corporation,Lucknow,1.0,RTGS - RTGS Payment,05-Dec-2025 06:00 PM,22-Dec-2025 10:00 AM,05-Dec-2025 06:00 PM,20-Dec-2025 06:00 PM,NA ,NA ,05-Dec-2025 06:00 PM,20-Dec-2025 06:00 PM,31-Dec-2025 02:00 PM,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,"1,180",U.P. State warehousing corporation,Lucknow,No,Managing Director UPSWC,U.P. State warehousing corporation New Hyderabad Lucknow 226007,AOC
2,5753867,A.T.CONS.,17-Dec-2025 09:08 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 03:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,AOC
3,5759169,JAFARGANJ CONSTRUCTION,20-Dec-2025 02:48 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 03:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,5758150,MAA DURGA CONSTRUCTION,19-Dec-2025 11:15 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 03:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,5755866,M/S A.N CONSTRUCTIONS,18-Dec-2025 10:44 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 03:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,5757997,M/S KRISHNA TRADERS,19-Dec-2025 09:34 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 03:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,5753952,M/S MAS CONSTRUCTION,17-Dec-2025 09:47 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 03:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,5757358,M/S YASH ENTERPRISES,19-Dec-2025 04:59 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 03:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,5753647,SPACE ENGINEERS AND CONTRACTORS,17-Dec-2025 06:33 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-Dec-2025 06:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,5755649,SUMAN ENTERPRISES,18-Dec-2025 09:28 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 03:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
