S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Name,Address,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
1.0,5797846.0,MANJU ENTERPRISES,10-Jan-2026 10:54 PM,Rejected-AOC,L2,13-Jan-2026 03:17 PM,1.0,5796538.0,MANYA CONSTRUCTION COMPANY,INR,"2,361,272.45",Directorate of Local Bodies UP||Nagar Panchayat Earich Jhansi,2026_DOLBU_1103458_1,172/nala nirman/2025-26/4,NAGAR PANCHAYAT ERACH KE MUHALLA MAHAVEERGANJ ME CHAUDHARI KE KUWA SE JUNGLE KI OR NALA NIRMAN KA KARY,13-Jan-2026,"INR 2,803,000",90.0,Ajay Kumar Yadav,13-Jan-2026 03:17 PM,4.pdf (1323.00 KB),WORK ORDER,executive officer,Internal,EXECUTIVE OFFICER,Ajay Kumar Yadav,13-Jan-2026 02:41 PM,finsummary_2034890.pdf (1323.24 KB),Technical,admitted,Dharmendra Kumar,13-Jan-2026 01:18 PM,technical_2034890.pdf,executive officer,Internal,executive officer,Ajay Kumar Yadav,13-Jan-2026 01:34 PM,13-Jan-2026 01:35 PM,techsummary_2034890.pdf (398.29 KB),Finance,admitted,Ajay Kumar Yadav,13-Jan-2026 02:18 PM,finance_2034890.pdf,BOQ Comparative Chart,AOC,EXECUTIVE OFFICER,NP ERACH,1,DD - Demand Draft,NAGAR PANCHAYAT ERACH KE MUHALLA MAHAVEERGANJ ME CHAUDHARI KE KUWA SE JUNGLE KI OR NALA NIRMAN KA KARY,NAGAR PANCHAYAT ERACH KE MUHALLA MAHAVEERGANJ ME CHAUDHARI KE KUWA SE JUNGLE KI OR NALA NIRMAN KA KARY,Please refer Tender documents. ,NA ,28.0,Civil Works,NALA NIRMAN ,Tender,90.0,90.0,WORK,284302.0,NA ,NA ,NA ,NAGAR PANCHAYAT ERACH,No ,No,"3,500",EO,NP ERACH,No,"55,000",No,fixed,,EO,NP ERACH,Directorate of Local Bodies UP||Nagar Panchayat Earich Jhansi,172/nala nirman/2025-26/4,2026_DOLBU_1103458_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,02-Jan-2026 12:00 PM,13-Jan-2026 09:00 AM,02-Jan-2026 12:00 PM,12-Jan-2026 05:00 PM,NA ,NA ,02-Jan-2026 12:00 PM,12-Jan-2026 05:00 PM,13-Jan-2026 01:35 PM,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL,AOC
2.0,5796538.0,MANYA CONSTRUCTION COMPANY,09-Jan-2026 04:03 PM,Accepted-AOC,L1,13-Jan-2026 03:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCE,AOC
3.0,5799092.0,M/S BALVEER SINGH THEKEDAR,11-Jan-2026 10:38 PM,Rejected-AOC,L3,13-Jan-2026 03:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
