Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
Technical,summary,deena nath maurya,25-Aug-2025 03:33 PM,technical_1938695.pdf,01-Sep-2025,"INR 164,090.4",30.0,deena nath maurya,02-Jan-2026 02:34 PM,agno89.pdf (565.00 KB),AOC,D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,25-Aug-2025 04:00 PM,26-Aug-2025 11:00 AM,techsummary_1938695.pdf (914.43 KB),"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",2025_UPIDC_1063632_53,03/AEIV/2025-26,"Renovation of Room in front of Lawn at Dr. Ram Manohar Lohiya Parikalp Bhawan, Telibagh, Lucknow.(Lot No.53)",1,5455182,BHAJAN LAL,19-Aug-2025 02:07 AM,Accepted-AOC,L1,02-Jan-2026 02:34 PM,1.0,5455182.0,BHAJAN LAL,INR,"164,090.4",Finance,boq,deena nath maurya,26-Aug-2025 04:36 PM,finance_1938695.pdf,BOQ Comparative Chart,D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,28-Aug-2025 04:36 PM,finsummary_1938695.pdf (914.43 KB),AOC,590.0,Nil,Nil,No,"3,340",No,fixed,,Nil,Nil,1.0,Date Corrigendum,Date,,08-Aug-2025 03:00 PM,19-Aug-2025 03:00 PM,08-Aug-2025 03:00 PM,19-Aug-2025 12:00 PM,08-Aug-2025 03:00 PM ,19-Aug-2025 12:00 PM ,08-Aug-2025 03:00 PM,19-Aug-2025 12:00 PM,26-Aug-2025 11:00 AM,"Renovation of Room in front of Lawn at Dr. Ram Manohar Lohiya Parikalp Bhawan, Telibagh, Lucknow.(Lot No.53)","Renovation of Room in front of Lawn at Dr. Ram Manohar Lohiya Parikalp Bhawan, Telibagh, Lucknow.(Lot No.53)",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,30.0,"Prikalp Bhawan Telibagh, Lucknow.",226002.0,NA ,NA ,NA ,canal Colony,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",03/AEIV/2025-26,2025_UPIDC_1063632_53,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,Assistant Engineer IV,LDSC Lucknow.,1,Fee/PreQual/Technical,.pdf,Fee/EMD/Technical,AOC
,,,,,,,,,,,,,,,,,,,,,,,2,5454902,M/S KISHORE KUMAR,19-Aug-2025 01:16 AM,Rejected-AOC,L2,02-Jan-2026 02:34 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC
