Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1,Fee/PreQual/Technical,.pdf,BID,Executive Engineer,Executive Engineer Irrigation Division Gorakhpur,"12,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,766.0,Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-1, Gorakhpur||ID, gorakhpur",01/EE/2025-26,2025_UPIDC_1077402_22,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,Silt clearence and Side Slope scraping from km 0.000 to 11.867 of Belwa Dy,Silt clearence and Side Slope scraping from km 0.000 to 11.867 of Belwa Dy,Please refer Tender documents. ,NA ,,Civil Works - Canal,NA ,Tender,90.0,NA ,MAHARAJGANJ,273303.0,NA ,NA ,NA ,Irrigation Division Gorakhpur,No ,No,30-Sep-2025 03:00 PM,08-Oct-2025 03:00 PM,30-Sep-2025 03:00 PM,08-Oct-2025 12:00 PM,NA ,NA ,30-Sep-2025 03:00 PM,08-Oct-2025 12:00 PM,13-Oct-2025 03:00 PM,AOC,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak IWC-1, Gorakhpur||ID, gorakhpur",2025_UPIDC_1077402_22,01/EE/2025-26,Silt clearence and Side Slope scraping from km 0.000 to 11.867 of Belwa Dy,1,5590806,DINSH SINGH,07-Oct-2025 04:52 PM,Rejected-Finance,AS PER BOQ,13-Dec-2025 06:03 PM,1.0,5590926.0,M/S INDRAJEET LAL YADAV,INR,"543,504.5",Finance,ATTACHED,Bipin Bihari Singh,13-Dec-2025 06:01 PM,finance_1972986.pdf,BOQ Comparative Chart,BIPIN BIHARI SINGH,Internal,,Bipin Bihari Singh,13-Dec-2025 06:03 PM,finsummary_1972986.pdf (317.80 KB),Technical,attached,Bipin Bihari Singh,13-Oct-2025 01:19 PM,technical_1972986.pdf,16-Dec-2025,"INR 543,504.5",30.0,Bipin Bihari Singh,02-Jan-2026 07:10 PM,22.pdf (195.00 KB),ATTACHED,Bipin Bihari Singh,Internal,Sanjay Mataray,Bipin Bihari Singh,13-Oct-2025 01:22 PM,13-Oct-2025 03:00 PM,techsummary_1972986.pdf (317.80 KB),AOC
2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,5590926,M/S INDRAJEET LAL YADAV,07-Oct-2025 05:11 PM,Accepted-AOC,AS PER BOQ,02-Jan-2026 07:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
