S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
1.0,5632610.0,M/S MILAN MACHINERY STORE,INR,"507,697.82","U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Kanpur||ID, kaushambhi",2025_UPIDC_1083870_2,02/EE/2025-26,SILT CLEARANCE OF AMEENA DY FROM KM. 0.000 TO KM 20.720,1,5624983,AJAY KUMAR MISHRA,27-Oct-2025 04:43 PM,Rejected-Finance,4 Lowest,10-Dec-2025 10:30 AM,16-Dec-2025,"INR 507,697.82",25.0,sunder lal verma,14-Jan-2026 11:40 AM,SiltAgno15.pdf (469.00 KB),Sri sunder lal Verma EE ID Kaushambi,Internal,"Anand Divedi EE ID Fatehpur, Surendra Kumar Kaushal EE ID Kanpue Dehat, Vijay Mishra DAO ID Kaushambi",sunder lal verma,10-Dec-2025 10:30 AM,finsummary_1986028.pdf (29.14 KB),Technical,Five Bids Admitted,SUNDER LAL VERMA,28-Oct-2025 03:14 PM,,Sri sunder lal Verma EE ID Kaushambi,Internal,"Sunder lal Verma EE ID Kaushambi, Anand Divedi EE ID Fatehpur, Surendra Kumar Kaushal EE ID Kanpue Dehat, Vijay Mishra DAO ID Kaushambi",sunder lal verma,28-Oct-2025 06:42 PM,29-Oct-2025 10:30 AM,techsummary_1986028.pdf (29.14 KB),Finance,Five Bids Admitted,SUNDER LAL VERMA,29-Oct-2025 02:17 PM,,BOQ Comparative Chart,AOC,18-Oct-2025 02:00 PM,28-Oct-2025 02:00 PM,18-Oct-2025 02:00 PM,28-Oct-2025 12:00 PM,NA ,NA ,18-Oct-2025 02:00 PM,28-Oct-2025 12:00 PM,29-Oct-2025 10:30 AM,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Kanpur||ID, kaushambhi",02/EE/2025-26,2025_UPIDC_1083870_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Technical BID,"1,016",Nil,Nil,No,"18,500",Yes,fixed,,Nil,Nil,SILT CLEARANCE OF AMEENA DY FROM KM. 0.000 TO KM 20.720,SILT CLEARANCE OF AMEENA DY FROM KM. 0.000 TO KM 20.720,Technical and Financial ,NA ,"9,25,000",Civil Works - Canal,SILT CLEARANCE ,Tender,90.0,25.0,Kaushambi,212207.0,Manjhanpur ,Office of EE Id kaushambi ,24-Oct-2025 11:00 AM ,Manjhanpur,No ,No,EE Id kaushambi,Office of EE Id kaushambi,AOC
,,,,,,,,,2,5632610,M/S MILAN MACHINERY STORE,27-Oct-2025 03:30 PM,Accepted-AOC,L1,14-Jan-2026 11:40 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Financial BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5633142,M/S Pushpa singh,28-Oct-2025 08:40 AM,Rejected-Finance,II Lowest,10-Dec-2025 10:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5633187,OMKAR ENTERPRISES,27-Oct-2025 06:54 PM,Rejected-Finance,II Lowest,10-Dec-2025 10:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,5632872,REKHA DEVI,28-Oct-2025 12:26 AM,Rejected-Finance,5 Lowest,10-Dec-2025 10:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
