Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"All work of laying, commissioning and testing of A.CMAZZA pipeline 500mm 1.20 to 1.55 km and MS Pipeline 500mm 1.15 to Km 1.20 and 1.55 to Km 1.95 of the water distribution system of Achreel First Mr under the new Singhvahini Pump Canal.Lot-08","All work of laying, commissioning and testing of A.CMAZZA pipeline 500mm 1.20 to 1.55 km and MS Pipeline 500mm 1.15 to Km 1.20 and 1.55 to Km 1.95 of the water distribution system of Achreel First Mr under the new Singhvahini Pump Canal.Lot-08","All work of laying, commissioning and testing of A.CMAZZA pipeline 500mm 1.20 to 1.55 km and MS Pipeline 500mm 1.15 to Km 1.20 and 1.55 to Km 1.95 of the water distribution system of Achreel First Mr under the new Singhvahini Pump Canal.Lot-08 ",NA ,"27,32,000",Civil Works,NA ,Tender,90.0,90.0,BANDA,210001.0,NA ,NA ,NA ,EE MLCD BANDA,No ,No,05-Feb-2025 12:00 PM,11-Feb-2025 02:30 PM,05-Feb-2025 12:00 PM,11-Feb-2025 12:00 PM,NA ,NA ,05-Feb-2025 12:00 PM,11-Feb-2025 12:00 PM,17-Feb-2025 10:00 AM,854.0,Nil,Nil,No,1.0,SBI Bank,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Centre)||Superintending Engineer(Tubewell)-Banda||Executive Engineer MLCD Banda,12//EE/MLCDBanda/2024-25,2025_UPIDM_1002239_8,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,TECHNICAL,EE MLCD BANDA,EE MLCD BANDA,"54,640",Yes,fixed,,Nil,Nil,AOC,EE MLCD,Internal,AE,Akhil Kumar,16-Feb-2025 02:07 PM,17-Feb-2025 10:00 AM,techsummary_1786641.pdf (21601.33 KB),Finance,All bids are accepted as per financial criterion,Akhil Kumar,20-Feb-2025 06:26 PM,,BOQ Comparative Chart,AKHIL KUMAR,Internal,,Akhil Kumar,03-Mar-2025 03:38 PM,finsummary_1786641.pdf (1394.46 KB),Technical,ATTACH,Akhil Kumar,16-Feb-2025 02:04 PM,technical_1786641.pdf,1,4936046,M/S GARGA ASSOCIATES,10-Feb-2025 04:18 PM,Rejected-Finance,More than lowest amount,03-Mar-2025 03:38 PM,1.0,4936038.0,SURESH KUMAR CONTRACTOR,INR,"2,726,262.8",U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Centre)||Superintending Engineer(Tubewell)-Banda||Executive Engineer MLCD Banda,2025_UPIDM_1002239_8,12//EE/MLCDBanda/2024-25,"All work of laying, commissioning and testing of A.CMAZZA pipeline 500mm 1.20 to 1.55 km and MS Pipeline 500mm 1.15 to Km 1.20 and 1.55 to Km 1.95 of the water distribution system of Achreel First Mr under the new Singhvahini Pump Canal.Lot-08",24-Jan-2026,"INR 2,726,262.8",90.0,Akhil Kumar,24-Jan-2026 02:29 PM,AOC8.pdf (1491.00 KB),L1,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,FINANCAL,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,4936038,SURESH KUMAR CONTRACTOR,11-Feb-2025 09:53 AM,Accepted-AOC,L1,24-Jan-2026 02:29 PM,,,,,,,,,,,,,,,,,AOC
