Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"1,652",UPSCIDCO,FIROZABAD,No,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Mathura,118/FZD/MLA/25-26,2026_SCIDC_1104760_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,"42,000",No,fixed,,UPSCIDCO,FIROZABAD,1.0,RTGS - RTGS Payment,08-Jan-2026 03:00 PM,16-Jan-2026 01:00 PM,08-Jan-2026 03:00 PM,16-Jan-2026 12:00 PM,NA ,NA ,08-Jan-2026 03:00 PM,16-Jan-2026 12:00 PM,20-Jan-2026 04:05 PM,"CONSTRUCTION OF INTERLOCKING ROAD FROM VIRENDRA YADAV JI KHET TO PANCHAYAT GHAR AT VILL. -NAGLA JHAPARA, BLOCK- JASRANA DISTT. FIROZABAD.","CONSTRUCTION OF INTERLOCKING ROAD FROM VIRENDRA YADAV JI KHET TO PANCHAYAT GHAR AT VILL. -NAGLA JHAPARA, BLOCK- JASRANA DISTT. FIROZABAD.",Please refer Tender documents. ,NA ,"21,10,000",Civil Works,NA ,Tender,180.0,180.0,sikandra agra,282007.0,NA ,NA ,NA ,"H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikand",No ,No,Executive engineer,"Ex. En. Office, H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikandra, Agra.",AOC,Executive Engineer,Internal,,Sanjai Gangwar,21-Jan-2026 03:33 PM,finsummary_2038242.pdf (447.14 KB),Technical,Two out of Three bids are ok.,Sanjai Gangwar,20-Jan-2026 02:49 PM,technical_2038242.pdf,Executive Engineer,Internal,,Sanjai Gangwar,20-Jan-2026 04:04 PM,20-Jan-2026 04:05 PM,techsummary_2038242.pdf (223.14 KB),Finance,Rate of M/s MAA BUILDERS is accepted.,Sanjai Gangwar,21-Jan-2026 01:41 PM,finance_2038242.pdf,BOQ Comparative Chart,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Mathura,2026_SCIDC_1104760_1,118/FZD/MLA/25-26,"CONSTRUCTION OF INTERLOCKING ROAD FROM VIRENDRA YADAV JI KHET TO PANCHAYAT GHAR AT VILL. -NAGLA JHAPARA, BLOCK- JASRANA DISTT. FIROZABAD.",1.0,5805221.0,M/s MAA BUILDERS,INR,"2,109,092.1",1,5805221,M/s MAA BUILDERS,15-Jan-2026 02:11 PM,Accepted-AOC,OK,21-Jan-2026 03:38 PM,21-Jan-2026,"INR 2,109,092.1",180.0,Sanjai Gangwar,21-Jan-2026 03:38 PM,fr118.pdf (447.00 KB),AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5807963,M/S MAA VISHNO CONSTRUCTION,15-Jan-2026 11:59 PM,Not Admitted-Fee/PreQual/Technical,Others-Tender Fees and EMD Amount are not submitted by bidder.,20-Jan-2026 02:49 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5807377,YASH CONSTRUCTION,15-Jan-2026 08:05 PM,Rejected-AOC,OK,21-Jan-2026 03:38 PM,,,,,,,AOC
