S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,1724/red/tender/unnao /25-26 Dt- 06-12-2025,2025_REDUP_1103092_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Er Narendra Chaudhary,,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"1,000",Nil,Nil,No,"41,300",Yes,fixed,,Nil,Nil,31-Dec-2025 03:00 PM,07-Jan-2026 12:30 PM,31-Dec-2025 03:00 PM,07-Jan-2026 12:00 PM,NA ,NA ,31-Dec-2025 03:00 PM,07-Jan-2026 12:00 PM,13-Jan-2026 12:15 PM,Sangh Karyalaye Unnao ke Nikat Sarwajanik Sthal Per Pudhay shalook Raj Mata Ahilyabai Holkar Dawar Ka Nirman karye,Sangh Karyalaye Unnao ke Nikat Sarwajanik Sthal Per Pudhay shalook Raj Mata Ahilyabai Holkar Dawar Ka Nirman karye,Plz Refer Doc  ,NA ,"20,64,000",Civil Works,NA ,Tender,90.0,90.0,Unnao,209801.0,NA ,NA ,NA ,EE RED UNNAO,No ,No,AOC,Finance,Sumamry,Narendra chaudhary,21-Jan-2026 12:16 PM,finance_2034158.pdf,BOQ Comparative Chart,Er Narendra Chaudhary,Internal,,Narendra chaudhary,13-Jan-2026 12:13 PM,13-Jan-2026 12:15 PM,techsummary_2034158.pdf (545.76 KB),Technical,SUmamry,Narendra chaudhary,13-Jan-2026 12:11 PM,technical_2034158.pdf,Er Narendra Chaudhary,Internal,,Narendra chaudhary,21-Jan-2026 12:18 PM,finsummary_2034158.pdf (630.70 KB),1.0,Wrong,Wrong,13-Jan-2026 12:00 PM,Sangh004.pdf ,529.26,Technical Opening,21-Jan-2026,"INR 2,062,265.81",90.0,Narendra chaudhary,21-Jan-2026 12:20 PM,Sangh0040.pdf (631.00 KB),l1,1,5785039,BHAGWATI PRASAD PAL,03-Jan-2026 09:32 PM,Rejected-Technical,NON Responsive,13-Jan-2026 12:13 PM,1.0,5786764.0,G P ENTERPRISES,INR,"2,062,265.81",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,2025_REDUP_1103092_1,1724/red/tender/unnao /25-26 Dt- 06-12-2025,Sangh Karyalaye Unnao ke Nikat Sarwajanik Sthal Per Pudhay shalook Raj Mata Ahilyabai Holkar Dawar Ka Nirman karye,AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5786764,G P ENTERPRISES,07-Jan-2026 09:35 AM,Accepted-AOC,l1,21-Jan-2026 12:20 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5790654,GYAN PRAKASH TRIVEDI,05-Jan-2026 06:00 PM,Rejected-AOC,l2,21-Jan-2026 12:20 PM,,,,,,,,,,AOC
