Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Rapti CC Circle-2, Basti||SCD, bansi",2025_UPIDC_1078690_7,03/EESNK1BANSI/2025-26,SiltScraping and jungle clearance of Babhanpurwa Mr. From Km.0.000 to Km.5.000,1.0,5590515.0,ARYAN PATHAK CONSTRUCTION,INR,"64,043.75",1,5590515,ARYAN PATHAK CONSTRUCTION,07-Oct-2025 04:01 PM,Accepted-AOC,As per Upload,01-Jan-2026 12:16 PM,11-Dec-2025,"INR 64,043.75",20.0,Birendra Paswan,01-Jan-2026 12:16 PM,7.pdf (324.00 KB),Birendra Paswan,Internal,,Birendra Paswan,06-Dec-2025 11:38 AM,finsummary_1972423.pdf (239.24 KB),Technical,As per upload,Birendra Paswan,19-Oct-2025 11:01 AM,technical_1972423.pdf,Birendra Pasean,Internal,,Birendra Paswan,24-Oct-2025 12:38 PM,24-Oct-2025 03:00 PM,techsummary_1972423.pdf (438.17 KB),Finance,As per uload,Birendra Paswan,20-Nov-2025 01:19 PM,finance_1972423.pdf,BOQ Comparative Chart,AOC,589.0,Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Rapti CC Circle-2, Basti||SCD, bansi",03/EESNK1BANSI/2025-26,2025_UPIDC_1078690_7,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,SiltScraping and jungle clearance of Babhanpurwa Mr. From Km.0.000 to Km.5.000,SiltScraping and jungle clearance of Babhanpurwa Mr. From Km.0.000 to Km.5.000,Please refer Tender documents. ,NA ,"1,35,000",Civil Works - Canal,NA ,Rate Contract,90.0,20.0,SIDDHARTH NAGAR,272153.0,NA ,NA ,NA ,SARYU NAHAR KHAND 1 BANSI SIDDHARTH NAGAR,No ,No,1.0,Fee/PreQual/Technical,.pdf,Tender Document,"3,000",Yes,fixed,,Nil,Nil,SARYU NAHAR KHAND 1 BANSI SIDDHARTH NAGAR,SARYU NAHAR KHAND 1 BANSI SIDDHARTH NAGAR,04-Oct-2025 10:00 AM,13-Oct-2025 02:00 PM,04-Oct-2025 10:00 AM,13-Oct-2025 01:00 PM,NA ,NA ,04-Oct-2025 10:00 AM,13-Oct-2025 01:00 PM,24-Oct-2025 03:00 PM,1.0,SBI Bank,AOC
,,,,,,,,,2,5598544,DC CONSTRUCTION,10-Oct-2025 06:16 PM,Rejected-Finance,As per Upload,06-Dec-2025 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5597137,INDRA FERM,09-Oct-2025 07:51 PM,Rejected-Finance,As per Upload,06-Dec-2025 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5600966,M/S JAI MAA VAISNO TRADERS,12-Oct-2025 12:57 PM,Rejected-Finance,As per Upload,06-Dec-2025 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,5603374,SHAKUNTALA MISHRA,13-Oct-2025 12:17 PM,Rejected-Finance,As per Upload,06-Dec-2025 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,5598687,Shivkripa Constrution,10-Oct-2025 06:15 PM,Rejected-Finance,As per Upload,06-Dec-2025 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
