EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"1,50,700",No,percentage,10.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,nit,14-Nov-2025 11:00 AM,19-Nov-2025 02:00 PM,14-Nov-2025 11:00 AM,19-Nov-2025 11:00 AM,NA ,NA ,14-Nov-2025 11:00 AM,19-Nov-2025 11:00 AM,11-Dec-2025 10:00 AM,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||I- Circle Irrigation Works, Meerut||Muzaffar Nagar Division Ganga Canal,Muzaffar Nagar",TN-06/EE/2025-26,2025_UPIDC_1085718_23,Yes,Open Tender,Piece-work,Works,2.0,No,No,Online,No,No,No,854.0,Nil,Nil,No,TN-06/ee/25-26 Rajwaha Bhaisani Ke Km 12.500 par isth chatigrasth pul ke punhanirman ka karya Lot No-06,Rajwaha Bhaisani Ke Km 12.500 par isth chatigrasth pul ke punhanirman ka karya,as per tender notice ,as per tender notice ,"15,07,000",Civil Works,NA ,Tender,90.0,30.0,as per tender notice,251001.0,NA ,NA ,NA ,Muzaffarnagar,No ,No,EE MDGC MUZAFFARNAGAR,EE MDGC MUZAFFARNAGAR,AOC,1,5685181,bhadana contractor,19-Nov-2025 12:15 AM,Rejected-AOC,AGG WITH L1,11-Jan-2026 10:52 PM,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||I- Circle Irrigation Works, Meerut||Muzaffar Nagar Division Ganga Canal,Muzaffar Nagar",2025_UPIDC_1085718_23,TN-06/EE/2025-26,TN-06/ee/25-26 Rajwaha Bhaisani Ke Km 12.500 par isth chatigrasth pul ke punhanirman ka karya Lot No-06,1.0,5684663.0,M/S SUDHIR KUMAR CONTRACTOR,INR,"1,435,603.56",SUBHASH CHANDRA,Internal,MANMOHAN SINGH,SUBHASH CHANDRA,11-Jan-2026 10:48 PM,finsummary_2002526.pdf (1033.72 KB),Finance,FINANCE,SUBHASH CHANDRA,11-Dec-2025 08:44 PM,finance_2002526.pdf,BOQ Comparative Chart,Technical,technical,SUBHASH CHANDRA,10-Dec-2025 06:35 PM,technical_2002526.pdf,11-Jan-2026,"INR 1,435,603.56",30.0,SUBHASH CHANDRA,11-Jan-2026 10:52 PM,L6.pdf (196.00 KB),AGG WITH L1,subhash chandra,Internal,manmohan singh,SUBHASH CHANDRA,10-Dec-2025 07:41 PM,11-Dec-2025 10:00 AM,techsummary_2002526.pdf (1033.72 KB),AOC
,,,,,,,,.pdf,td,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,5685994,MANOJ CHAUDHARY,18-Nov-2025 10:23 PM,Rejected-AOC,AGG WITH L1,11-Jan-2026 10:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,5684663,M/S SUDHIR KUMAR CONTRACTOR,19-Nov-2025 08:34 AM,Accepted-AOC,AGG WITH L1,11-Jan-2026 10:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,5684694,M/S YOGESH ENTERPRISES,19-Nov-2025 08:44 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,10-Dec-2025 06:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,5686085,VIKUL KUMAR,18-Nov-2025 10:28 PM,Rejected-AOC,AGG WITH L1,11-Jan-2026 10:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
