Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,1333/RED DEORIA/E-TENDER/2025-26. DATED 04.11.2025,2025_REDUP_1096554_12,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Tender Notice,EXECUTIVE ENGINEER,"OFFICE OF THE EXECUTIVE ENGINEER, RURAL ENGINEERING DEPARTMENT, DIVISION DEORIA","29,000",Yes,fixed,,Nil,Nil,766.0,Nil,Nil,No,1.0,SBI Bank,VIKAS KHAND DESAI DEORIA ME GRAMSABHA NAUTAN HATHIYAGARH ME PITCH ROAD SE RISHIKESH DIXIT KE GHAR TAK CC ROAD KA NIRMAN KARYA,VIKAS KHAND DESAI DEORIA ME GRAMSABHA NAUTAN HATHIYAGARH ME PITCH ROAD SE RISHIKESH DIXIT KE GHAR TAK CC ROAD KA NIRMAN KARYA,Please Refer Tender Document ,NA ,"14,66,000",Civil Works,NA ,Tender,120.0,120.0,DEORIA,274001.0,NA ,NA ,NA ,DEORIA,No ,No,06-Dec-2025 10:00 AM,15-Dec-2025 02:30 PM,06-Dec-2025 10:00 AM,12-Dec-2025 12:00 PM,NA ,NA ,06-Dec-2025 10:00 AM,12-Dec-2025 12:00 PM,18-Dec-2025 03:00 PM,AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,2025_REDUP_1096554_12,1333/RED DEORIA/E-TENDER/2025-26. DATED 04.11.2025,VIKAS KHAND DESAI DEORIA ME GRAMSABHA NAUTAN HATHIYAGARH ME PITCH ROAD SE RISHIKESH DIXIT KE GHAR TAK CC ROAD KA NIRMAN KARYA,1,5739111,M/s Amar Mani Tripathi,12-Dec-2025 11:15 AM,Accepted-AOC,Lowest Rate,13-Jan-2026 06:31 PM,1.0,5739111.0,M/s Amar Mani Tripathi,INR,"1,241,678.88",Er. Surya Prakash,Internal,,Surya Prakash,13-Jan-2026 06:28 PM,finsummary_2018846.pdf (1423.60 KB),Finance,Financial Bid Open,Surya Prakash,18-Dec-2025 05:08 PM,,BOQ Comparative Chart,Technical,Technical Bid Open,Surya Prakash,16-Dec-2025 02:10 PM,,13-Jan-2026,"INR 1,241,678.88",120.0,Surya Prakash,13-Jan-2026 06:31 PM,219.pdf (1424.00 KB),Er. Surya Prakash,Internal,,Surya Prakash,18-Dec-2025 01:42 PM,18-Dec-2025 03:00 PM,techsummary_2018846.pdf (1264.16 KB),AOC
,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,5739128,Rana Vikramaditya Singh,12-Dec-2025 09:58 AM,Rejected-Finance,Highest Rate,13-Jan-2026 06:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
