S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
1,5238638,Anil associates,06-Jun-2025 02:48 PM,Rejected-Finance,Find Highest,21-Jan-2026 06:14 PM,1.0,5237444.0,THE SHELTER,INR,"7,680,000",UP STATE BRIDGE CORPORATION LIMITED||JMD UPSBC Ghaziabad||GM / CPM UP SBC Agra,2025_UPSBC_1039621_1,250/ET/CPM(Agra)/2025-26 Date 15.05.2025,"Production, Supply and Pouring of various grades of Ready Mix Concrete (RMC) Khiriyaghat Jhansi",21-Jan-2026,"INR 7,680,000",180.0,SHASHI BHUSHAN VARSHNEYA,21-Jan-2026 06:19 PM,IMG_0001.pdf (694.00 KB),Contract Awarded to M/s The Shelter Kanpur,Shashi bhusan,Internal,"M S Chauhan (DPM), Susheel Kumar Srivastav (AE), Anil Kumar Singh (Accountant)",SHASHI BHUSHAN VARSHNEYA,21-Jan-2026 12:24 AM,finsummary_1885162.pdf (209.51 KB),Technical,Technical Document,SHASHI BHUSHAN VARSHNEYA,17-Jun-2025 05:39 PM,technical_1885162.pdf,Shashi bhusan,Internal,"M.S. Chauhan (DPM), Sushil Kumar Srivastav (AE), Anil kumar singh (Accountant)",SHASHI BHUSHAN VARSHNEYA,17-Jun-2025 05:44 PM,18-Jun-2026 12:24 AM,techsummary_1885162.pdf (209.51 KB),Finance,Financial,SHASHI BHUSHAN VARSHNEYA,21-Jan-2026 06:10 PM,finance_1885162.pdf,BOQ Comparative Chart,AOC,"6,00,000",No,fixed,,As Per Tender Document,As Per Tender Document,16-May-2025 10:00 AM,06-Jun-2025 05:00 PM,16-May-2025 10:00 AM,06-Jun-2025 03:00 PM,NA ,NA ,16-May-2026 12:24 AM,06-Jun-2025 03:00 PM,18-Jun-2025 12:00 PM,Chief Project Manager,"H.N.5, Vishwakarma Enclave Ext., Shastripuram Road, Sikandra, Agra","Production, Supply and Pouring of various grades of Ready Mix Concrete (RMC) Khiriyaghat Jhansi","Production, Supply and Pouring of various grades of Ready Mix Concrete (RMC) with dedicated RMC Plant of capacity 30 cum. per day to be installed at site for Construction of Betwa River Bridge Moth-Baghera Road (Khiriyaghat) in Distt. Jhansi",Please refer Tender documents. ,NA ,"80,00,000",Civil Works - Bridges,NA ,Tender,30.0,180.0,Khiriyaghat,284304.0,NA ,NA ,NA ,Agra,No ,No,1.0,RTGS - RTGS Payment,"5,900",As Per Tender Document,As Per Tender Document,No,UP STATE BRIDGE CORPORATION LIMITED||JMD UPSBC Ghaziabad||GM / CPM UP SBC Agra,250/ET/CPM(Agra)/2025-26 Date 15.05.2025,2025_UPSBC_1039621_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,Fee/PreQual/Technical,.pdf,Technical Document,AOC
2,5237444,THE SHELTER,05-Jun-2025 09:21 PM,Accepted-AOC,Lowest Tenderer,21-Jan-2026 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC
