S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,1486/RED Tender KUSHINAGAR,2025_REDUP_1091784_15,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,VIKAS KHAND KAPTANGANJ KE GRAM SABHA LEHANI ME KAPARDHIKKA PICH ROAD SE RAM PARAS SINGH KE KHET SE SARKARI SHAULAY TAK INTERLAKING NIRMAD KARYA,VIKAS KHAND KAPTANGANJ KE GRAM SABHA LEHANI ME KAPARDHIKKA PICH ROAD SE RAM PARAS SINGH KE KHET SE SARKARI SHAULAY TAK INTERLAKING NIRMAD KARYA,Please refer Tender documents. ,NA ,"13,02,000",Civil Works,NA ,Tender,90.0,90.0,work,274302.0,NA ,NA ,NA ,EE RED KUSHINAGAR,No ,No,25-Nov-2025 09:00 AM,01-Dec-2025 03:00 PM,25-Nov-2025 09:00 AM,01-Dec-2025 12:00 PM,NA ,NA ,25-Nov-2025 09:00 AM,01-Dec-2025 12:00 PM,08-Jan-2026 12:00 PM,EE RED KUSHINAGAR,EE RED KUSHINAGAR,"26,000",No,fixed,,Nil,Nil,"2,336",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,AOC,1.0,5711798.0,M/s Bindu Devi,INR,100.0,Finance,Bid Opening Summary,Praveen Kumar,08-Jan-2026 08:24 PM,,BOQ Comparative Chart,EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,22-Jan-2026 07:41 PM,finsummary_2005816.pdf (146.67 KB),1,5711798,M/s Bindu Devi,30-Nov-2025 06:41 PM,Accepted-AOC,L1,22-Jan-2026 07:45 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2025_REDUP_1091784_15,1486/RED Tender KUSHINAGAR,VIKAS KHAND KAPTANGANJ KE GRAM SABHA LEHANI ME KAPARDHIKKA PICH ROAD SE RAM PARAS SINGH KE KHET SE SARKARI SHAULAY TAK INTERLAKING NIRMAD KARYA,22-Jan-2026,INR 100,90.0,Virendra Kumar Pandey,22-Jan-2026 07:45 PM,784_15.pdf (147.00 KB),Technical,Bid Opening Summary,Virendra Kumar Pandey,02-Dec-2025 01:25 PM,,EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,07-Jan-2026 09:47 PM,08-Jan-2026 12:00 PM,techsummary_2005816.pdf (1014.86 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,AOC,,,,,,,,,,,,,,,,,,2,5709514,SHRI SURYA BLOCKS,28-Nov-2025 08:48 PM,Rejected-Finance,L2,22-Jan-2026 07:41 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
