S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage
1.0,5664788.0,ACURATE CONTRACTOR,INR,"1,434,295.72","U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||Irrigation Works Circle, Sitapur||SDSC, shahjahanpur",2025_UPIDC_1081183_2,03/EE/2025-26,SILT CLEARANCE AND SCRAPING OF KHUDAGANJ DY. FROM KM. 0.000 TO KM. 44.690.,1,5664788,ACURATE CONTRACTOR,10-Nov-2025 05:19 AM,Accepted-AOC,AOC,06-Jan-2026 02:38 PM,16-Nov-2025,"INR 1,434,295.72",18.0,SUNIL KUMAR BHASKAR,06-Jan-2026 02:38 PM,AnyScanner.pdf (637.00 KB),AOC,SUNIL KUMAR BHASKAR E.E,Internal,Devendra Kumar Sahai E.E,SUNIL KUMAR BHASKAR,10-Nov-2025 10:11 PM,11-Nov-2025 02:00 PM,techsummary_1995965.pdf (359.37 KB),Finance,f,SUNIL KUMAR BHASKAR,11-Nov-2025 02:56 PM,,BOQ Comparative Chart,SUNIL KUMAR BHASKAR E.E,Internal,Devendra Kumar Sahai E.E,SUNIL KUMAR BHASKAR,15-Nov-2025 04:15 PM,finsummary_1995965.pdf (824.95 KB),Technical,F,SUNIL KUMAR BHASKAR,10-Nov-2025 05:47 PM,,AOC,03-Nov-2025 03:00 PM,10-Nov-2025 01:30 PM,03-Nov-2025 03:00 PM,10-Nov-2025 12:30 PM,NA ,NA ,03-Nov-2025 03:00 PM,10-Nov-2025 12:30 PM,11-Nov-2025 02:00 PM,SILT CLEARANCE AND SCRAPING OF KHUDAGANJ DY. FROM KM. 0.000 TO KM. 44.690.,SILT CLEARANCE AND SCRAPING OF KHUDAGANJ DY. FROM KM. 0.000 TO KM. 44.690.,03/EE/2025-26 ,NA ,"21,73,000",Civil Works - Canal,NA ,Tender,90.0,NA ,SHAHJAHANPUR U.P,242001.0,NA ,NA ,NA ,SHARDA CANAL DIVISION SHAHJAHANPUR,No ,No,"44,000",Yes,fixed,,Nil,Nil,EXECUTIVE ENGNINEER,SHARDA CANAL DIVISION SHAHJAHANPUR,854.0,Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||Irrigation Works Circle, Sitapur||SDSC, shahjahanpur",03/EE/2025-26,2025_UPIDC_1081183_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,1.0,SBI Bank,AOC
,,,,,,,,,2,5665333,HARSH TRADERS,10-Nov-2025 12:16 PM,Rejected-Finance,Highest Rate Rejected,15-Nov-2025 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC
,,,,,,,,,3,5663784,MANOJ KUMAR GUPTA,09-Nov-2025 03:08 PM,Rejected-Finance,Highest Rate Rejected,15-Nov-2025 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5664064,M/S MAMTA KASHYAP CONTRACTORS,09-Nov-2025 05:22 PM,Rejected-Finance,Highest Rate Rejected,15-Nov-2025 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
