Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TE) East Allahabad||S.E. ETC- I Allahabad,2025_UPTCL_1089885_1,28-ETC-I(P)/ 2025-2026,28-ETC-I(P)/ 2025-2026,1.0,5690106.0,N. P. Electrical Enterprises,INR,"254,700",1,5702866,Divya Traders,26-Nov-2025 11:28 AM,Rejected-AOC,L2,14-Jan-2026 04:01 PM,14-Jan-2026,"INR 254,700",60.0,Rajeev Kant Upadhyay,14-Jan-2026 04:01 PM,28.pdf (3820.00 KB),"Carriage of steel from the steelyard of EFU-Naini, Prayagraj to various fabrication workshop with in the premises of Eletcy. Fabrication Unit -Naini, Prayagraj",Rajeev Kant Upadhyay,Internal,"Er.SudheerSrivastav,EFU-Naini,Prayagraj,SriHimanshuArora,SAO,ZAOTSE,Prayagraj.",Rajeev Kant Upadhyay,09-Dec-2025 05:22 PM,09-Dec-2025 05:25 PM,techsummary_2001218.pdf (197.17 KB),Finance,The part-II of all the tender were open successfully,Ankit Verma,10-Dec-2025 10:58 AM,finance_2001218.pdf,BOQ Comparative Chart,Rajeev Kant Upadhyay,Internal,"Er.SudheerSrivastav,EFU-Naini,Prayagraj,SriHimanshuArora,SAO,ZAOTSE,Prayagraj.",Rajeev Kant Upadhyay,10-Dec-2025 11:08 AM,finsummary_2001218.pdf (197.17 KB),Technical,The part-I of e-tender No.28-ETC-I(P)/2025-2026 opened on the website www.etender.up.nic.in on dated 09/12/2025. 03 Nos. Tenderers are submitted their tender on e-portal. The part-I of all the tender were open first and found all the bidders are completed,Ankit Verma,09-Dec-2025 05:11 PM,technical_2001218.pdf,AOC,Suprintending Engineer,Superintending Engineer Electricity Transmission Circle I 57 George Town Prayagraj 211002 PH- 0532-2256499/9415311005,1.0,Fee/PreQual/Technical,.pdf,"Slip of RTGS/NEFT for tender cost, earnest money, PanCard, GSTINCertificate, Experience and TD",1.0,RTGS - RTGS Payment,11-Nov-2025 06:00 PM,09-Dec-2025 01:00 PM,11-Nov-2025 06:00 PM,08-Dec-2025 05:00 PM,NA ,NA ,11-Nov-2025 06:00 PM,08-Dec-2025 05:00 PM,09-Dec-2025 05:25 PM,UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TE) East Allahabad||S.E. ETC- I Allahabad,28-ETC-I(P)/ 2025-2026,2025_UPTCL_1089885_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,28-ETC-I(P)/ 2025-2026,"Carriage of steel from the steelyard of EFU-Naini, Prayagraj to various fabrication workshop with in the premises of Eletcy. Fabrication Unit -Naini, Prayagraj",Please refer Tender documents. ,NA ,"2,56,500",Electrical Works,NA ,Tender,120.0,60.0,NAINI PRAYAGRAJ,211008.0,NA ,NA ,NA ,Prayagraj,No ,No,"4,000",No,fixed,,SE ETC-I PRAYAGRAJ,PRAYAGRAJ,590.0,SE ETC-I PRAYAGRAJ,PRAYAGRAJ,No,AOC
,,,,,,,,,2,5721388,M/S YASHVARDHAN ENGINEERING WORKS,04-Dec-2025 02:37 PM,Rejected-AOC,L3,14-Jan-2026 04:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2.0,Finance,.xls,PRICE SCHEHULE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5690106,N. P. Electrical Enterprises,25-Nov-2025 05:56 PM,Accepted-AOC,L1,14-Jan-2026 04:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
