Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Tender Stage
22-Jan-2026,"INR 3,241,434",30.0,Akhil Kumar,22-Jan-2026 05:34 PM,aoc11.pdf (720.00 KB),L1,1.0,5788241.0,SURESH KUMAR CONTRACTOR,INR,"3,241,434",U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Centre)||Superintending Engineer(Tubewell)-Banda||Executive Engineer MLCD Banda,2025_UPIDM_1102115_1,08/Lot-1/E.E./2025-26,800 500 350 mm dia AC Mazza Pipe Line Laying And Commissioning with Speacials and Fitting at Singhwahini pump canal Block kamasin distt banda Lot 1,1,5788311,M/S GARGA ASSOCIATES,05-Jan-2026 10:50 AM,Rejected-Finance,more than lowest bidder,10-Jan-2026 05:45 PM,Technical,both bidder are admitted for technical evolution,Akhil Kumar,09-Jan-2026 01:18 PM,,Executive Engineer,Internal,,Akhil Kumar,10-Jan-2026 05:45 PM,finsummary_2031994.pdf (363.59 KB),Finance,Both bids are admitted for financial evolution,Akhil Kumar,10-Jan-2026 05:37 PM,,BOQ Comparative Chart,Executive Engineer,Internal,,Akhil Kumar,09-Jan-2026 01:56 PM,09-Jan-2026 02:30 PM,techsummary_2031994.pdf (1394.46 KB),AOC,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Centre)||Superintending Engineer(Tubewell)-Banda||Executive Engineer MLCD Banda,08/Lot-1/E.E./2025-26,2025_UPIDM_1102115_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Time Extension,Date,,Executive Engineer,Minor Lift Canal Division Banda,27-Dec-2025 03:00 PM,05-Jan-2026 05:00 PM,27-Dec-2025 03:00 PM,05-Jan-2026 12:00 PM,NA ,NA ,27-Dec-2025 03:00 PM,05-Jan-2026 12:00 PM,09-Jan-2026 02:30 PM,800 500 350 mm dia AC Mazza Pipe Line Laying And Commissioning with Speacials and Fitting at Singhwahini pump canal Block kamasin distt banda Lot 1,800 500 350 mm dia AC Mazza Pipe Line Laying And Commissioning with Speacials and Fitting at Singhwahini pump canal Block kamasin distt banda Lot 1,Please refer Tender documents. ,NA ,"32,61,000",Pipe Laying Works,NA ,Tender,90.0,NA ,kamasin,210001.0,NA ,NA ,NA ,MLCD BANDA,No ,No,854.0,Nil,Nil,No,"66,000",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Tender Document,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,2,5788241,SURESH KUMAR CONTRACTOR,05-Jan-2026 09:57 AM,Accepted-AOC,L1,22-Jan-2026 05:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2,Change in NIT condition,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Boq,,,AOC
