Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
854.0,Nil,Nil,No,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MORADABAD CIRCLE||EE SAMBHAL,492/RED/Tender/File/ Bond Clerk/2025-26 dated 15-11-2025,2025_REDUP_1093073_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Construction of a badminton court at the Inspection Building (Revenue Office) located in Bahjoi, the headquarters of Sambhal district (Bahjoi Development Block).","Construction of a badminton court at the Inspection Building (Revenue Office) located in Bahjoi, the headquarters of Sambhal district (Bahjoi Development Block).",Please refer Tender documents. ,NA ,"39,86,000",Civil Works - Buildings,NA ,Tender,90.0,90.0,EE RED Sambhal,244410.0,Office EE RED Sambhal ,Office EE RED Sambhal ,25-Nov-2025 12:00 PM ,Office EE RED Sambhal,No ,No,1,Fee/PreQual/Technical,.pdf,Technical Document,22-Nov-2025 12:00 PM,01-Dec-2025 01:00 PM,22-Nov-2025 12:00 PM,01-Dec-2025 12:00 PM,NA ,NA ,22-Nov-2025 12:00 PM,01-Dec-2025 12:00 PM,05-Dec-2025 12:00 PM,"79,800",Yes,fixed,,Nil,Nil,EE RED Sambhal,Office EE RED Sambhal,AOC,EE RED Sambhal,Internal,,Rakesh Kumar,12-Dec-2025 12:56 PM,finsummary_2008717.pdf (767.75 KB),Technical,Admitted,Rakesh Kumar,02-Dec-2025 04:12 PM,,EE RED Sambhal,Internal,EE RED Sambhal,Rakesh Kumar,02-Dec-2025 04:18 PM,05-Dec-2025 12:00 PM,techsummary_2008717.pdf (284.64 KB),Finance,Admitted,Rakesh Kumar,12-Dec-2025 12:41 PM,,BOQ Comparative Chart,1,5704186,A S CONTRACTOR AND SUPPLIER,01-Dec-2025 10:42 AM,Accepted-AOC,Lowest Bidder Work Awarded,07-Jan-2026 06:00 PM,1.0,5704186.0,A S CONTRACTOR AND SUPPLIER,INR,"3,314,877.66",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MORADABAD CIRCLE||EE SAMBHAL,2025_REDUP_1093073_1,492/RED/Tender/File/ Bond Clerk/2025-26 dated 15-11-2025,"Construction of a badminton court at the Inspection Building (Revenue Office) located in Bahjoi, the headquarters of Sambhal district (Bahjoi Development Block).",12-Dec-2025,"INR 3,314,877.66",90.0,Rakesh Kumar,07-Jan-2026 06:00 PM,492BDCourt.pdf (435.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5711558,M/S IRFAN TRADERS,30-Nov-2025 08:32 PM,Rejected-Finance,L2 Bidder not Accepted in Financial Evalution,12-Dec-2025 12:56 PM,,,,,,,,,,,,,,,,AOC
