Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
SE SIX CIRCLE LUCKNOW,SE Six circle lucknow,10-Oct-2025 11:00 AM,17-Oct-2025 03:00 PM,10-Oct-2025 11:00 AM,17-Oct-2025 01:00 PM,NA ,NA ,10-Oct-2025 11:00 AM,17-Oct-2025 01:00 PM,11-Nov-2025 03:30 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow",03/SE-6/2025-26,2025_UPIDC_1081543_18,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Lucknow shakha ke km 184.585 par puliya nav nirman ka karya,Lucknow shakha ke km 184.585 par puliya nav nirman ka karya,please refer tender document ,NA ,"60,00,000",Civil Works,NA ,Tender,90.0,90.0,Lucknow,226010.0,SE Six circle lucknow ,SE Six circle lucknow ,13-Oct-2025 03:00 PM ,SE Six circle lucknow,No ,No,"2,954",Nil,Nil,No,"1,20,000",No,percentage,2.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,NIT,1.0,SBI Bank,AOC,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow",2025_UPIDC_1081543_18,03/SE-6/2025-26,Lucknow shakha ke km 184.585 par puliya nav nirman ka karya,1,5614250,DHARAM DEV CHAUHAN,17-Oct-2025 01:13 AM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,15-Nov-2025 03:30 PM,1.0,5610542.0,MS VIDHUSHEKHAR SINGH,INR,"4,266,971.5",SE OM PRAKASH VERMA,Internal,SE SIX CIRCLE EE LUCKNOW DIVISION-2,OM PRAKASH VERMA,15-Nov-2025 03:30 PM,finsummary_1980119.pdf (1236.82 KB),Finance,Detail attached,OM PRAKASH VERMA,11-Nov-2025 05:39 PM,finance_1980119.pdf,BOQ Comparative Chart,Technical,technical result attached,OM PRAKASH VERMA,08-Nov-2025 02:45 PM,technical_1980119.pdf,23-Dec-2025,"INR 4,266,971.5",90.0,OM PRAKASH VERMA,21-Jan-2026 01:04 PM,aocVidhushekhar184.pdf (395.00 KB),Detail attached,SE OM PRAKASH VERMA,Internal,se six circle ee lucknow division-2,OM PRAKASH VERMA,11-Nov-2025 03:12 PM,11-Nov-2025 03:30 PM,techsummary_1980119.pdf (1236.82 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC,,,,,2,5613393,HARI OM ENTERPRISES,17-Oct-2025 11:43 AM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,15-Nov-2025 03:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3,5613926,M/S AYODHIYA CONSTRUCTION,17-Oct-2025 11:24 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,08-Nov-2025 02:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,4,5612129,M S DHERENDRA KUMAR PANDEY,17-Oct-2025 10:02 AM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,15-Nov-2025 03:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,5,5611106,M/S Kamlesh Kumar Singh,17-Oct-2025 12:33 AM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,15-Nov-2025 03:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,6,5615220,M/s Nav Bharat Construction,17-Oct-2025 12:25 PM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,15-Nov-2025 03:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,7,5614015,M/S SATYENDRA KUMAR SINGH,17-Oct-2025 12:27 PM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,15-Nov-2025 03:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,8,5615423,M/S SINGH CONTRACTOR,17-Oct-2025 12:24 PM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,15-Nov-2025 03:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,9,5610542,MS VIDHUSHEKHAR SINGH,16-Oct-2025 06:11 PM,Accepted-AOC,technically qualified and quoted lowest amount,21-Jan-2026 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,10,5613638,Pradeep Kumar Singh,16-Oct-2025 08:09 PM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,15-Nov-2025 03:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
