Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
silt clearance of Dahgaon mr,LOT03,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,15.0,EE UDAC Mathura,281001.0,NA ,NA ,NA ,EE UDAC Mathura,No ,No,04-Oct-2025 10:00 AM,14-Oct-2025 02:00 PM,04-Oct-2025 11:00 AM,13-Oct-2025 05:00 PM,NA ,NA ,04-Oct-2025 11:00 AM,13-Oct-2025 05:00 PM,17-Oct-2025 12:50 PM,EE UDAC Mathura,EE UDAC Mathura,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation Works Circle III Agra||E E Upper Division Agra Canal Mathura,10/EE/2025-26,2025_UPIDC_1079352_3,Yes,Open Tender,Piece-work,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,NIT,177.0,Nil,Nil,No,"7,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,1.0,Corrigendum,Date,,AOC,Finance,Financial,Naveen Kumar,05-Jan-2026 02:25 PM,finance_1974432.pdf,BOQ Comparative Chart,naveen kumar,Internal,karan pal,Naveen Kumar,17-Oct-2025 12:48 PM,17-Oct-2025 12:50 PM,techsummary_1974432.pdf (819.72 KB),Technical,technical,Naveen Kumar,17-Oct-2025 12:25 PM,technical_1974432.pdf,naveen kumar,Internal,karan pal,Naveen Kumar,05-Jan-2026 02:28 PM,finsummary_1974432.pdf (21.25 KB),05-Jan-2026,"INR 598,280.4",15.0,Naveen Kumar,05-Jan-2026 02:30 PM,0000003.pdf (21.00 KB),AOC,1,5587818,M/S MOOLI,11-Oct-2025 04:45 PM,Accepted-AOC,L1,05-Jan-2026 02:30 PM,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation Works Circle III Agra||E E Upper Division Agra Canal Mathura,2025_UPIDC_1079352_3,10/EE/2025-26,silt clearance of Dahgaon mr,1.0,5587818.0,M/S MOOLI,INR,"450,828.54",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5600109,M/S SHIVDUTT,11-Oct-2025 04:31 PM,Rejected-AOC,L2,05-Jan-2026 02:30 PM,,,,,,,,,,AOC
