S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,SBI Bank,"3,420",Yes,percentage,2.0%,Nil,Nil,18-Oct-2025 01:00 PM,28-Oct-2025 11:00 AM,18-Oct-2025 01:00 PM,28-Oct-2025 11:00 AM,NA ,NA ,18-Oct-2025 01:00 PM,28-Oct-2025 11:00 AM,03-Nov-2025 01:00 PM,1.0,Fee/PreQual/Technical,.pdf,NIT,589.0,Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad||TPCD, allahabad",03/EE/2025-26,2025_UPIDC_1083775_23,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Scraping Of Bed and side slope with jungle clearance of Bhitar mr from km 0.000 to 4.800 Dhaulipur mr from km 0.000 to 1.600,Scraping Of Bed and side slope with jungle clearance of Bhitar mr from km 0.000 to 4.800 Dhaulipur mr from km 0.000 to 1.600,Please refer Tender documents. ,NA ,"1,71,000",Civil Works - Canal,NA ,Rate Contract,90.0,21.0,PRAYAGRAJ,211001.0,NA ,NA ,NA ,PRAYAGRAJ,No ,No,EXECUTIVE ENGINEER TONS PUMP CANAL DIV PRAYAGRAJ,EXECUTIVE ENGINEER TONS PUMP CANAL DIV PRAYAGRAJ,AOC,1,5629297,M/s A Singh construction Co.,26-Oct-2025 08:57 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Nov-2025 11:44 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad||TPCD, allahabad",2025_UPIDC_1083775_23,03/EE/2025-26,Scraping Of Bed and side slope with jungle clearance of Bhitar mr from km 0.000 to 4.800 Dhaulipur mr from km 0.000 to 1.600,PRADEEP KUMAR SINGH,Internal,EESP CHAUDHARY And DIV ACCOUNTANT,Pradeep Kumar Singh,02-Jan-2026 05:56 PM,finsummary_1985949.pdf (415.91 KB),Finance,all bid admitted,Pradeep Kumar Singh,02-Jan-2026 05:52 PM,,BOQ Comparative Chart,1.0,5627449.0,M/S JAY BAJRANGBALI TRADERS,INR,"128,208.56",Technical,two bid rejected and four bid accepted,Pradeep Kumar Singh,01-Nov-2025 11:44 PM,technical_1985949.pdf,02-Jan-2026,"INR 128,208.56",21.0,Pradeep Kumar Singh,02-Jan-2026 05:58 PM,Bhitarsilt2025.pdf (416.00 KB),AOC,PRADEEP KUMAR SINGH,Internal,EE SP CHAUDHARY,Pradeep Kumar Singh,01-Nov-2025 11:48 PM,03-Nov-2025 01:00 PM,techsummary_1985949.pdf (314.81 KB),AOC
,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,5627449,M/S JAY BAJRANGBALI TRADERS,27-Oct-2025 08:48 PM,Accepted-AOC,AOC,02-Jan-2026 05:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,5633234,M/s Shivansh Enterprises,27-Oct-2025 10:14 PM,Rejected-Finance,2nd,02-Jan-2026 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,5633095,RISHABH ENTERPRISES,27-Oct-2025 06:05 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Nov-2025 11:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,5633678,SANVI CONSTRUCTION,27-Oct-2025 11:30 PM,Rejected-Finance,3rd,02-Jan-2026 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,5633412,SARVESH KUMAR,27-Oct-2025 08:39 PM,Rejected-Finance,4th,02-Jan-2026 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
