Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Construction work of RCC Box small for widening of Minor Bridge near Khurja City Maharaja Agrasen Public school in Bulandshahar District,Construction work of RCC Box small for widening of Minor Bridge near Khurja City Maharaja Agrasen Public school in Bulandshahar District,Please refer Tender documents. ,NA ,"21,30,000",Civil Works - Roads,NA ,Tender,90.0,90.0,khurja,203131.0,NA ,NA ,NA ,eecdbulandshahar,No ,No,eecdbulandshahar,eecdbulandshahar,"2,13,000",Yes,fixed,,Nil,Nil,Cheif Engineer Meerut Zone PWD Meerut||SE BULAND SHAHAR PWD BULANDSHAHAR||EE CONSTRUCTION DIVISION PWD KHURJA,01/6A/E-Tender/2025-26 Dt. 01.01.2026,2026_CEMRT_1104731_1,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Online,No,No,No,950.0,Nil,Nil,No,1.0,SBI Bank,08-Jan-2026 02:00 PM,15-Jan-2026 12:30 PM,08-Jan-2026 02:00 PM,15-Jan-2026 12:00 PM,NA ,NA ,08-Jan-2026 02:00 PM,15-Jan-2026 12:00 PM,20-Jan-2026 02:30 PM,1,Fee/PreQual/Technical,.pdf,T,AOC,Finance,Summary,Hemant Singh,23-Jan-2026 08:42 PM,finance_2038196.pdf,BOQ Comparative Chart,eecdbulandshahar,Internal,,Hemant Singh,20-Jan-2026 01:23 PM,20-Jan-2026 02:30 PM,techsummary_2038196.pdf (719.83 KB),Technical,Summary,Hemant Singh,20-Jan-2026 01:21 PM,technical_2038196.pdf,eecdbulandshahar,Internal,,Hemant Singh,23-Jan-2026 08:45 PM,finsummary_2038196.pdf (397.82 KB),23-Jan-2026,"INR 2,040,652.83",90.0,Hemant Singh,23-Jan-2026 08:48 PM,Bridge.pdf (398.00 KB),1.0,5805606.0,DHARAM PAL SINGH THEKEDAR,15-Jan-2026 11:01 AM,Accepted-AOC,Reason,23-Jan-2026 08:48 PM,Cheif Engineer Meerut Zone PWD Meerut||SE BULAND SHAHAR PWD BULANDSHAHAR||EE CONSTRUCTION DIVISION PWD KHURJA,2026_CEMRT_1104731_1,01/6A/E-Tender/2025-26 Dt. 01.01.2026,Construction work of RCC Box small for widening of Minor Bridge near Khurja City Maharaja Agrasen Public school in Bulandshahar District,1.0,5805606.0,DHARAM PAL SINGH THEKEDAR,INR,"2,040,652.83",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
