EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"1,27,000",No,fixed,,Nil,Nil,1.0,SBI Bank,Construction of TCD Varanasi Office above plinth level Ground Floor First Floor and Second Floor as per drawing and BOQ Including all the cost of material T and P and labour but excluding the cost of bricks cement and MS Tarbar,Construction of TCD Varanasi Office above plinth level Ground Floor First Floor and Second Floor as per drawing and BOQ Including all the cost of material T and P and labour but excluding the cost of bricks cement and MS Tarbar,As per tender document ,NA ,,Civil Works - Buildings,NA ,Tender,120.0,120.0,Ashapur Varansi,221007.0,NA ,NA ,NA ,Superintending Engingeer office TWC Varansi Sigra,No ,No,"2,950",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,BID FEE EMD TECHNICAL,Superintending Engingeer Tubewell Circle Varansi,Superintending Engingeer Tubewell Circle Varansi office Varunapuram Sinchayi Colony Sigra Varanasi 221002,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Varanasi)||Superintending Engineer (Tubewell) Varanasi,02/SE/TWC/VNS/2025-26,2025_UPIDM_1088147_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,05-Nov-2025 11:00 AM,18-Nov-2025 05:00 PM,05-Nov-2025 11:00 AM,18-Nov-2025 02:00 PM,NA ,NA ,05-Nov-2025 11:00 AM,18-Nov-2025 02:00 PM,20-Nov-2025 03:05 PM,AOC,Technical,As per decision of Technical committee,Devendra Arya,20-Nov-2025 12:57 PM,,SE TWC Varanasi,Internal,,Devendra Arya,09-Jan-2026 05:29 PM,finsummary_1996221.pdf (104.16 KB),Finance,M/S MANJULA MISHRA is found as L1 Firm,Devendra Arya,09-Jan-2026 05:12 PM,finance_1996221.pdf,BOQ Comparative Chart,SE TWC VARANASI,Internal,,Devendra Arya,20-Nov-2025 03:02 PM,20-Nov-2025 03:05 PM,techsummary_1996221.pdf (547.34 KB),09-Jan-2026,"INR 5,341,000",120.0,Devendra Arya,09-Jan-2026 05:48 PM,ALAMSESIR.pdf (104.00 KB),1,5681198,MANJULA MISHRA,18-Nov-2025 10:55 AM,Accepted-AOC,L1 FIRM,09-Jan-2026 05:49 PM,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Varanasi)||Superintending Engineer (Tubewell) Varanasi,2025_UPIDM_1088147_1,02/SE/TWC/VNS/2025-26,Construction of TCD Varanasi Office above plinth level Ground Floor First Floor and Second Floor as per drawing and BOQ Including all the cost of material T and P and labour but excluding the cost of bricks cement and MS Tarbar,1.0,5681198.0,MANJULA MISHRA,INR,"5,341,000",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL PART BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5685166,M/S JAI MAHASHAKTI ENTERPRISES,18-Nov-2025 01:41 PM,Rejected-Finance,Found as L2 Firm,09-Jan-2026 05:29 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5684910,SHOBHA ENTERPRISES,18-Nov-2025 11:27 AM,Rejected-Finance,Found as L3 Firm,09-Jan-2026 05:29 PM,,,,,,,,,,AOC
