Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1,Fee/PreQual/Technical,.pdf,"Tender fee,EMD,Registration,IDT-1,IDT-2,IDT-3,Rate validity, GSTIN, Experience, ITR etc as per NIT",Scrapping Internal Section of Dumari minor b/w km 0.000 to km 6.800,Scrapping Internal Section of Dumari minor b/w km 0.000 to km 6.800,Please refer Tender documents. ,NA ,"1,82,482",Civil Works,NA ,Tender,90.0,45.0,DUMARI,232118.0,NA ,NA ,NA ,Chandraprabha Division PDDU Nagar Chandauli,No ,No,25-Nov-2025 10:00 AM,01-Dec-2025 11:00 AM,25-Nov-2025 10:00 AM,01-Dec-2025 10:00 AM,NA ,NA ,25-Nov-2025 10:00 AM,01-Dec-2025 10:00 AM,03-Dec-2025 11:15 AM,766.0,Nil,Nil,No,"3,650",No,percentage,2.0%,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Varansi||CPB, chandauli",03/EE/2025-26,2025_UPIDC_1086414_30,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,Executive Engineer,Chandraprabha Division PDDU Nagar Chandauli,AOC,1,5708851,ANIL KUMAR SINGH,28-Nov-2025 03:52 PM,Accepted-AOC,l1,08-Jan-2026 01:51 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Varansi||CPB, chandauli",2025_UPIDC_1086414_30,03/EE/2025-26,Scrapping Internal Section of Dumari minor b/w km 0.000 to km 6.800,Finance,fbs,harendra kumar,03-Dec-2025 03:11 PM,finance_2010121.pdf,BOQ Comparative Chart,HARENDRA KUMAR,Internal,RS MISHRA,harendra kumar,03-Dec-2025 03:19 PM,finsummary_2010121.pdf (185.06 KB),1.0,5708851.0,ANIL KUMAR SINGH,INR,"176,825.54",HARENDRA KUMAR,Internal,RS MISHRA,harendra kumar,03-Dec-2025 11:10 AM,03-Dec-2025 11:15 AM,techsummary_2010121.pdf (185.06 KB),Technical,TBS,harendra kumar,03-Dec-2025 11:03 AM,technical_2010121.pdf,04-Dec-2025,"INR 176,825.54",45.0,harendra kumar,08-Jan-2026 01:51 PM,dumri.pdf (299.00 KB),AOC
2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,5709898,M/S YOGESH KUMAR SINGH,29-Nov-2025 11:20 AM,Rejected-Finance,L2,03-Dec-2025 03:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
