Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
GRAM SABHA KURKUTIYA KHARHARA ME ANAND DUBEY KE GHAR SE STAY SHARMA DUBEY KE GHAR SE MAURYA BASTI TAK INTERLOCKING,GRAM SABHA KURKUTIYA KHARHARA ME ANAND DUBEY KE GHAR SE STAY SHARMA DUBEY KE GHAR SE MAURYA BASTI TAK INTERLOCKING,Please refer Tender documents. ,NA ,"13,29,000",Civil Works,NA ,Tender,90.0,90.0,Mirzapur,231001.0,NA ,NA ,NA ,Executive Engineer RED Division Mirzapur,No ,No,EXECUTIVE ENGINEER,Near Jahanwi Hotel Putalighar Mirzapur,24-Nov-2025 05:00 PM,02-Dec-2025 12:30 PM,24-Nov-2025 05:00 PM,01-Dec-2025 12:00 PM,NA ,NA ,24-Nov-2025 05:00 PM,01-Dec-2025 12:00 PM,16-Dec-2025 12:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE MIRZAPUR,1123/RED/Tender/2025-26 Dated 27-10-2025,2025_REDUP_1093518_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"28,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,sbd,944.0,Nil,Nil,No,AOC,EE,Internal,DAOAE,Vimal Kumar,20-Dec-2025 01:14 PM,finsummary_2009940.pdf (22.97 KB),Technical,tech,Lalita Verma,02-Dec-2025 03:46 PM,,EE,Internal,DAOAE,Vimal Kumar,12-Dec-2025 01:50 PM,16-Dec-2025 12:00 PM,techsummary_2009940.pdf (546.80 KB),Finance,fin,Lalita Verma,17-Dec-2025 03:28 PM,,BOQ Comparative Chart,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE MIRZAPUR,2025_REDUP_1093518_1,1123/RED/Tender/2025-26 Dated 27-10-2025,GRAM SABHA KURKUTIYA KHARHARA ME ANAND DUBEY KE GHAR SE STAY SHARMA DUBEY KE GHAR SE MAURYA BASTI TAK INTERLOCKING,1.0,5709169.0,SANTOSH KUMAR PANDEY,INR,"1,327,257",1,5709394,M/s Jai Maa Vindhyavasini Construction Company,28-Nov-2025 07:51 PM,Rejected-Finance,l2,20-Dec-2025 01:14 PM,08-Jan-2026,"INR 1,327,257",90.0,Vimal Kumar,23-Jan-2026 03:18 PM,kurkudiya.pdf (292.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5709169,SANTOSH KUMAR PANDEY,28-Nov-2025 05:42 PM,Accepted-AOC,AOC,23-Jan-2026 03:18 PM,,,,,,,AOC
