Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Technical,EVALUATION,BHARAM PAL SINGH,24-Oct-2025 12:44 PM,,07-Jan-2026,"INR 5,218,800.8",180.0,BHARAM PAL SINGH,07-Jan-2026 01:20 PM,AOC399_19.pdf (1756.00 KB),AOC,Committee,Internal,Committee,BHARAM PAL SINGH,24-Oct-2025 12:49 PM,24-Oct-2025 01:00 PM,techsummary_1941922.pdf (739.19 KB),Yamuna Expressway Industrial Development Authority,2025_YEIDA_1064779_19,YEA/GM(PROJECT)/2025/399 DT-07/08/2025,"Providing And laying interlocking tiles and C.C road at village -jhajhar , YEA(part-02) WC-06",1,5462066,Arun Kumar Enterprises,22-Aug-2025 12:20 PM,Rejected-Finance,L10,01-Dec-2025 04:31 PM,1.0,5473809.0,Vardhman Infrastructure,INR,"5,218,800.8",Finance,EVALUATION,VIKAS KUMAR,01-Dec-2025 01:06 PM,,BOQ Comparative Chart,Committee,Internal,Committee,VIKAS KUMAR,01-Dec-2025 04:31 PM,finsummary_1941922.pdf (1039.78 KB),AOC,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC","Providing And laying interlocking tiles and C.C road at village -jhajhar , YEA(part-02) WC-06","Providing And laying interlocking tiles and C.C road at village -jhajhar , YEA(part-02) WC-06",Please refer Tender documents. ,NA ,"81,74,813",Civil Works,NA ,Tender,90.0,180.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,tender cell 2nd floor yeida,No ,No,"1,998",Nil,Nil,No,1.0,SBI Bank,13-Aug-2025 06:55 PM,25-Aug-2025 11:00 AM,13-Aug-2025 06:55 PM,22-Aug-2025 05:00 PM,NA ,NA ,13-Aug-2025 06:55 PM,22-Aug-2025 05:00 PM,24-Oct-2025 01:00 PM,"1,63,500",No,fixed,,Nil,Nil,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/399 DT-07/08/2025,2025_YEIDA_1064779_19,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,2,5469965,M/s Goodhill Builders,21-Aug-2025 06:36 PM,Rejected-Finance,L11,01-Dec-2025 04:31 PM,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,3,5473151,M/S M R CONSTRUCTIONS,22-Aug-2025 03:07 PM,Rejected-Finance,L3,01-Dec-2025 04:31 PM,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,4,5473102,M/S PRATHVI ENTERPRISES,22-Aug-2025 01:59 PM,Rejected-Finance,L9,01-Dec-2025 04:31 PM,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,5,5443439,M/S P.R. CONSTRUCTION,21-Aug-2025 06:30 PM,Rejected-Finance,L2,01-Dec-2025 04:31 PM,,,,,,,,,,,,,,,,,,AOC,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,6,5468843,M/S R.V. CONTRACTOR,21-Aug-2025 02:35 PM,Rejected-Finance,L7,01-Dec-2025 04:31 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,7,5472826,PARAS CONSTRUCTION,22-Aug-2025 01:31 PM,Rejected-Finance,L4,01-Dec-2025 04:31 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,8,5472638,PITAMBARA ASSOCIATE,22-Aug-2025 03:05 PM,Rejected-Technical,DISQUALIFIED,24-Oct-2025 12:49 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,9,5473456,SB BUILDERS,22-Aug-2025 03:54 PM,Rejected-Finance,L5,01-Dec-2025 04:31 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,10,5468172,SHRI HARI BUILDERS,22-Aug-2025 04:21 PM,Rejected-Finance,L6,01-Dec-2025 04:31 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
