Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
28-Jan-2026,"INR 2,020,560.07",180.0,BHARAM PAL SINGH,28-Jan-2026 03:27 PM,RAWAT.pdf (1706.00 KB),AOC,Yamuna Expressway Industrial Development Authority,2025_YEIDA_1068568_5,YEA/GM(PROJECT)/2025/408 DT-20/08/2025,"Construction of Road, Laying/Relaying Interlocking tiles work and brick drain in Village- Karol Bangar, YEIDA WC-06",1.0,5520398.0,Rawat Hi Tech Engineers,INR,"2,020,560.07",1.0,5545361.0,krishna Enterprises,19-Sep-2025 02:33 PM,Rejected-Finance,L2,28-Jan-2026 03:20 PM,Technical,EVALUATION,BHARAM PAL SINGH,18-Dec-2025 12:06 PM,,Committee,Internal,Committee,BHARAM PAL SINGH,28-Jan-2026 03:20 PM,finsummary_1949446.pdf (1706.21 KB),Finance,UNDER EVALUATION,BHARAM PAL SINGH,28-Jan-2026 03:15 PM,,BOQ Comparative Chart,Committee,Internal,Committee,BHARAM PAL SINGH,18-Dec-2025 12:36 PM,18-Dec-2025 12:40 PM,techsummary_1949446.pdf (735.51 KB),AOC,1.0,Corrigendum 1,Date,,26-Aug-2025 06:55 PM,23-Sep-2025 11:00 AM,26-Aug-2025 06:55 PM,19-Sep-2025 05:00 PM,NA ,NA ,26-Aug-2025 06:55 PM,19-Sep-2025 05:00 PM,18-Dec-2025 12:40 PM,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,"56,250",No,fixed,,Nil,Nil,"Construction of Road, Laying/Relaying Interlocking tiles work and brick drain in Village- Karol Bangar, YEIDA WC-06","Construction of Road, Laying/Relaying Interlocking tiles work and brick drain in Village- Karol Bangar, YEIDA WC-06",Please refer Tender documents. ,NA ,"56,68,436",Civil Works,NA ,Tender,90.0,180.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,"2ND FLOOR ,YEIDA OFFICE",No ,No,1.0,SBI Bank,871.0,Nil,Nil,No,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/408 DT-20/08/2025,2025_YEIDA_1068568_5,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",AOC
,,,,,,,,,,,,,,,,2.0,5543844.0,M/s Bhanwar Singh,18-Sep-2025 03:31 PM,Rejected-Finance,L4,28-Jan-2026 03:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",AOC
,,,,,,,,,,,,,,,,3.0,5545308.0,M/S V.S CONTRACTOR,19-Sep-2025 03:40 PM,Rejected-Finance,L3,28-Jan-2026 03:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,AOC
,,,,,,,,,,,,,,,,4.0,5520398.0,Rawat Hi Tech Engineers,08-Sep-2025 12:29 PM,Accepted-AOC,L1,28-Jan-2026 03:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,AOC
