S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Date Corrigendum,Date,,Gram Panchayat Nethiya me Katorwa sampark marg se Vishal Tiwari ke ghar ki taraf interlocking nirman karya-Viseshwarganj_10,Gram Panchayat Nethiya me Katorwa sampark marg se Vishal Tiwari ke ghar ki taraf interlocking nirman karya-Viseshwarganj_10,Please refer Tender documents. ,NA ,"2,68,000",Civil Works,NA ,Tender,90.0,180.0,Bahraich,271801.0,NA ,NA ,NA ,"Office of the Executive Enginer, R.E.D. Bahraich",No ,No,1.0,SBI Bank,Executive Enginer,"Office of the Executive Enginer, R.E.D. Bahraich","5,400",No,fixed,,Nil,Nil,18-Dec-2025 12:00 PM,30-Dec-2025 12:30 PM,18-Dec-2025 12:00 PM,30-Dec-2025 12:00 PM,NA ,NA ,18-Dec-2025 12:00 PM,30-Dec-2025 12:00 PM,02-Jan-2026 12:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,"816/RED/Etender(21)/2025-26, Dt. 29.11.2025",2025_REDUP_1099756_10,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,692.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Technical bid document,AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,2025_REDUP_1099756_10,"816/RED/Etender(21)/2025-26, Dt. 29.11.2025",Gram Panchayat Nethiya me Katorwa sampark marg se Vishal Tiwari ke ghar ki taraf interlocking nirman karya-Viseshwarganj_10,1,5770655,MAHADEV TRADERS,28-Dec-2025 01:22 PM,Accepted-AOC,AOC,31-Jan-2026 05:57 PM,1.0,5770655.0,MAHADEV TRADERS,INR,"315,323.97",Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,03-Jan-2026 03:25 PM,finsummary_2026067.pdf (43.14 KB),Finance,Financial bid open,Sujit Kumar Sinha,02-Jan-2026 06:32 PM,finance_2026067.pdf,BOQ Comparative Chart,Technical,Technical bid open,Sujit Kumar Sinha,30-Dec-2025 01:29 PM,technical_2026067.pdf,07-Jan-2026,"INR 315,323.97",180.0,Sujit Kumar Sinha,31-Jan-2026 05:57 PM,M10.pdf (46.00 KB),Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,01-Jan-2026 02:36 PM,02-Jan-2026 12:00 PM,techsummary_2026067.pdf (395.86 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC,,,,,2,5770722,M/S TEJ CONSTRUCTIONS,29-Dec-2025 11:34 PM,Rejected-Finance,High,03-Jan-2026 03:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
