Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage
21-Jan-2026,"INR 2,436,261",90.0,Alok Kumar Srivastava,28-Jan-2026 01:13 PM,AOC.pdf (518.00 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE ALIGARH CIRCLE||EE ETAH,2025_REDUP_1091566_1,Lt No 669/RED/E-TENDER Inviting/Bond Clerk/Tender Notice File-01/2025-26 Date 04-11-2025,VEERANGANA AWANTIBAI LODHI AUTONOMAS STATE MEDICAL COLLEGE ETAH KE NAVEEN HOSPITAL BHAWAN SE G T ROAD TAK JAANE WALI MAIN ROAD KA CC NIRMAND KARYA,1.0,5751795.0,M/S SARJESH SINGH THEKEDAR,INR,"2,064,628.36",1,5747959,M/S KHUSHI CONSTRUCTION,17-Dec-2025 10:32 AM,Rejected-Finance,HIGHEST RATE,08-Jan-2026 05:17 PM,Technical,SUMMARY,Alok Kumar Srivastava,17-Dec-2025 02:20 PM,technical_2005245.pdf,EE RED ETAH,Internal,AE RED DAO RED ETAH,Alok Kumar Srivastava,08-Jan-2026 05:17 PM,finsummary_2005245.pdf (500.37 KB),Finance,summary,Alok Kumar Srivastava,08-Jan-2026 05:08 PM,finance_2005245.pdf,BOQ Comparative Chart,EEREDETAH,Internal,AEREDETA DAOREDETAH,Alok Kumar Srivastava,26-Dec-2025 02:05 PM,31-Dec-2025 12:00 PM,techsummary_2005245.pdf (646.66 KB),AOC,VEERANGANA AWANTIBAI LODHI AUTONOMAS STATE MEDICAL COLLEGE ETAH KE NAVEEN HOSPITAL BHAWAN SE G T ROAD TAK JAANE WALI MAIN ROAD KA CC NIRMAND KARYA,VEERANGANA AWANTIBAI LODHI AUTONOMAS STATE MEDICAL COLLEGE ETAH KE NAVEEN HOSPITAL BHAWAN SE G T ROAD TAK JAANE WALI MAIN ROAD KA CC NIRMAND KARYA,Please refer Tender documents. ,NA ,"25,42,958",Civil Works,NA ,Tender,90.0,NA ,ETAH,207001.0,NA ,NA ,NA ,VIKAS BHAWAN ALIGANJ ROAD ETAH,No ,No,"2,354",Nil,Nil,No,18-Nov-2025 12:00 PM,17-Dec-2025 12:30 PM,25-Nov-2025 12:00 PM,17-Dec-2025 12:00 PM,NA ,NA ,25-Nov-2025 12:00 PM,17-Dec-2025 12:00 PM,31-Dec-2025 12:00 PM,1.0,Fee/PreQual/Technical,.pdf,SBD,"51,000",No,fixed,,Nil,Nil,EE RED ETAH,EE RED ETAH VIKAS BHAWAN ALIGANJ ROAD ETAH,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE ALIGARH CIRCLE||EE ETAH,Lt No 669/RED/E-TENDER Inviting/Bond Clerk/Tender Notice File-01/2025-26 Date 04-11-2025,2025_REDUP_1091566_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,2,5750920,M/S NANDINI SINGH CONTRACTOR,16-Dec-2025 07:01 PM,Rejected-Finance,HIGHEST RATE,08-Jan-2026 05:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,5751795,M/S SARJESH SINGH THEKEDAR,16-Dec-2025 09:23 PM,Accepted-AOC,LOWEST RATE,28-Jan-2026 01:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,5751819,P.K. CONSTRUCTION,16-Dec-2025 09:10 PM,Rejected-Finance,HIGHEST RATE,08-Jan-2026 05:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,5751714,Udai Associates,17-Dec-2025 11:05 AM,Rejected-Finance,HIGHEST RATE,08-Jan-2026 05:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
