Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
30-Dec-2025,"INR 1,407,859.54",60.0,RUCHIN YADAV,02-Jan-2026 03:41 PM,DateoStart.pdf (59.00 KB),work,1,5513676,M/s JSP Projects Pvt Ltd,08-Sep-2025 03:27 PM,Rejected-Finance,Not Fulfill,21-Nov-2025 03:13 PM,"U P Jal Nigam (HQ), Lucknow||Chief Engineer (Ghaziabad)||GM, CC, Saharanpur||PM, Construction Unit, Saharanpur",2025_UPJNM_1065767_1,1049/411/04 Date 13.08.2025,Laying of Sewer Line and other Appurtenant Works in District Collector Office Bar Council Offices in Saharanpur City,1.0,5521646.0,S R Contractor,INR,"1,407,859.54",Finance,as per attachment.,RUCHIN YADAV,21-Nov-2025 02:56 PM,finance_1942795.pdf,BOQ Comparative Chart,Ruchin Yadav,Internal,As per Attachment.,RUCHIN YADAV,13-Nov-2025 01:32 PM,15-Nov-2025 04:00 PM,techsummary_1942795.pdf (318.57 KB),Technical,As per Attachment.,RUCHIN YADAV,13-Nov-2025 01:22 PM,technical_1942795.pdf,Ruchin Yadav,Internal,Er Mohd. Khalid Er Kapil Kumar Er Pankaj Kumar Sh Arun Kumar,RUCHIN YADAV,21-Nov-2025 03:13 PM,finsummary_1942795.pdf (205.28 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,Tender Document,1.0,BG - Bank Guarantee,Laying of Sewer Line and other Appurtenant Works in District Collector Office Bar Council Offices in Saharanpur City,Sewer Line,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,120.0,NA ,Saharanpur,247001.0,NA ,NA ,NA ,Saharanpur,No ,No,"3,540",EE CD UPJN Urban Saharanpur,EE CD UPJN Urban Saharanpur,No,19-Aug-2025 10:00 AM,09-Sep-2025 02:00 PM,19-Aug-2025 10:00 AM,08-Sep-2025 05:00 PM,NA ,NA ,19-Aug-2025 10:00 AM,08-Sep-2025 05:00 PM,15-Nov-2025 04:00 PM,"U P Jal Nigam (HQ), Lucknow||Chief Engineer (Ghaziabad)||GM, CC, Saharanpur||PM, Construction Unit, Saharanpur",1049/411/04 Date 13.08.2025,2025_UPJNM_1065767_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"39,000",No,fixed,,EE CD UPJN Urban Saharanpur,EE CD UPJN Urban Saharanpur,EE CD Saharanpur,EE CD Saharanpur,AOC
,,,,,,,2,5520652,ROHIT ARYA CONTRACTOR,08-Sep-2025 03:28 PM,Rejected-Technical,Not Fullfill on Critarea,13-Nov-2025 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,NIT,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,5521659,SHREE JEE BUILDERS AND CONTRACTOR,08-Sep-2025 04:47 PM,Rejected-Finance,Not Fulfill,21-Nov-2025 03:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,3.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,5521646,S R Contractor,08-Sep-2025 04:04 PM,Accepted-AOC,L1,02-Jan-2026 03:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
