S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,5588749.0,M/s H.A.G. Builder Pro Wasim Ahamad,INR,"374,785","U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Mirzapur||SDD, mirzapur",2025_UPIDC_1078040_2,NIT No. 02/EE/2025-26,LOT-02,1,5588749,M/s H.A.G. Builder Pro Wasim Ahamad,07-Oct-2025 02:48 PM,Accepted-AOC,Being L1,12-Jan-2026 02:50 PM,10-Dec-2025,"INR 374,785",30.0,RAM SHANKAR RAJPUT,12-Jan-2026 02:50 PM,02.pdf (536.00 KB),AOC,Ramshankar Rajput EE Sirsi,Internal,Ramshankar Rajput EE Sirsi Pramod Kumar EE MCD Sanjay Kumar DA Sirsi,RAM SHANKAR RAJPUT,01-Nov-2025 02:41 PM,finsummary_1970430.pdf (1198.81 KB),Technical,Checklist,RAM SHANKAR RAJPUT,27-Oct-2025 12:05 PM,technical_1970430.pdf,Ramshankar Rajput EE Sirsi,Internal,Ramshankar Rajput EE Sirsi Pramod Kumar EE MCD Sanjay Kumar DA Sirsi,RAM SHANKAR RAJPUT,27-Oct-2025 02:36 PM,27-Oct-2025 03:30 PM,techsummary_1970430.pdf (1198.81 KB),Finance,Comp,RAM SHANKAR RAJPUT,31-Oct-2025 05:35 PM,finance_1970430.pdf,BOQ Comparative Chart,AOC,EE,"OFFICE OF EXECUTIVE ENGINEER SIRSI DAM DIVISION IRRIGATION COLONY, FATAHAN, MIRZAPUR","12,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Tender Document,854.0,Nil,Nil,No,29-Sep-2025 12:00 PM,08-Oct-2025 11:00 AM,29-Sep-2025 01:00 PM,07-Oct-2025 05:00 PM,NA ,NA ,29-Sep-2025 01:00 PM,07-Oct-2025 05:00 PM,27-Oct-2025 03:30 PM,1.0,SBI Bank,LOT-02,Renovation of service road of Jaiker Dy. from Km. 7.810 to 8.300.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,30.0,Mirzapur,231001.0,NA ,NA ,NA ,Mirzapur,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Mirzapur||SDD, mirzapur",NIT No. 02/EE/2025-26,2025_UPIDC_1078040_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,2,5590685,M/S SANTOSH KUMAR YADAV,07-Oct-2025 04:28 PM,Rejected-Finance,NOT BEING L1,01-Nov-2025 02:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5589960,MS VIJAY KUMAR SINGH,07-Oct-2025 03:25 PM,Rejected-Finance,NOT BEING L1,01-Nov-2025 02:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5590224,M/S VINOD KUMAR PANDEY,07-Oct-2025 03:38 PM,Rejected-Finance,NOT BEING L1,01-Nov-2025 02:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,5588512,SANTOSH KUMAR,06-Oct-2025 10:28 PM,Rejected-Finance,NOT BEING L1,01-Nov-2025 02:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,5588583,SHAILENDRA KUMAR MISHRA,06-Oct-2025 11:14 PM,Rejected-Finance,NOT BEING L1,01-Nov-2025 02:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,7,5582736,VISHNU SINGH,07-Oct-2025 12:07 PM,Rejected-Finance,NOT BEING L1,01-Nov-2025 02:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
