Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Technical Bid,UP STATE WAREHOUSING CORPORATION,2025122616-3,2025_UPSWC_1096242_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"76,500",No,fixed,,U.P. State warehousing corporation,Lucknow,Repair/Construction of UPSWC Godowns at Sikandrabad Part-C,Repair/Construction of UPSWC Godowns at Sikandrabad Part-C,Only registered contractor with UPSWC can apply ,NA ,"38,21,000",Civil Works,Maintenance /Construction Work ,Tender,90.0,120.0,Sikandrabad,203205.0,Head Office UPSWC ,U.P. State warehousing corporation New Hyderabad Lucknow 226007 ,18-Dec-2025 02:00 PM ,Head Office UPSWC,No ,No,1.0,RTGS - RTGS Payment,"1,180",U.P. State warehousing corporation,Lucknow,No,05-Dec-2025 06:00 PM,22-Dec-2025 10:00 AM,05-Dec-2025 06:00 PM,20-Dec-2025 06:00 PM,NA ,NA ,05-Dec-2025 06:00 PM,20-Dec-2025 06:00 PM,31-Dec-2025 02:00 PM,Managing Director UPSWC,U.P. State warehousing corporation New Hyderabad Lucknow 226007,AOC,Sachiv,Internal,"Junior Office Assistant, Junior Engineer, Rakesh Kumar Rawat Senior Account Officer, Suraj Rai Senior Account Officer,Dy. Manager Finance, Manager Finance, Incharge Excutive Engineer",Madan Pal Singh,02-Jan-2026 03:19 PM,finsummary_2017917.pdf (716.48 KB),Technical,Technical Bid Result,Madan Pal Singh,30-Dec-2025 07:18 PM,technical_2017917.pdf,Sachiv,Internal,"Sachiv (Chairperson), In Charge E.E.-Civil (Co-Ordinator), Manager Fin., Dy. Manager Fin.(Manish Sonkar), Sr. Acc. Officer (Suraj Rai), Sr. Acc. Officer (Rakesh Rawat), J.E. Civil, N.C.Joshi(Jr. Ass.)",Madan Pal Singh,30-Dec-2025 08:29 PM,31-Dec-2025 02:00 PM,techsummary_2017917.pdf (465.51 KB),Finance,Financial Bid Result,Madan Pal Singh,02-Jan-2026 12:44 PM,finance_2017917.pdf,BOQ Comparative Chart,UP STATE WAREHOUSING CORPORATION,2025_UPSWC_1096242_1,2025122616-3,Repair/Construction of UPSWC Godowns at Sikandrabad Part-C,1.0,5755621.0,SUMAN ENTERPRISES,INR,"3,247,849.91",1,5756329,Ankur Constructions,19-Dec-2025 11:03 AM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 02:53 PM,08-Jan-2026,"INR 3,247,849.91",120.0,Rakesh Kumar Rawat,27-Jan-2026 02:53 PM,sikC.pdf (585.00 KB),Work Award,AOC
2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5753901,A.T.CONS.,17-Dec-2025 09:28 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 02:53 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5749476,BIJNOR CONSTRUCTION and SUPPLIERS,17-Dec-2025 11:23 AM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 02:53 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5759138,JAFARGANJ CONSTRUCTION,20-Dec-2025 02:35 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 02:53 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5754017,MAA DURGA CONSTRUCTION,17-Dec-2025 10:27 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 02:53 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5755834,M/S A.N CONSTRUCTIONS,18-Dec-2025 10:32 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 02:53 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5757966,M/S KRISHNA TRADERS,19-Dec-2025 09:20 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 02:53 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5753919,M/S MAS CONSTRUCTION,17-Dec-2025 09:35 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 02:53 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5757738,M/s satyavir singh contractor,19-Dec-2025 07:51 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 02:53 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5757286,M/S YASH ENTERPRISES,19-Dec-2025 04:31 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 02:53 PM,,,,,,,,AOC
