Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
09-Jan-2026,"INR 358,727.45",30.0,RAJIV KUMAR SINGH,16-Jan-2026 04:51 PM,Lot9.pdf (556.00 KB),Letter,1,5514454,FEROZ KHAN CONRACTOR,03-Sep-2025 08:35 AM,Rejected-Finance,"Rejected,BeingL-2",15-Sep-2025 05:53 PM,1.0,5514416.0,JAGDISH CHANDRA SHRIVASTAVA,INR,"358,727.45","U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||V Circle Irrigation Works, Bareilly||HWDSC, bareilly",2025_UPIDC_1067467_1,E-Tender Notice No 03/EE/2025-26,Bharamal Per sthit Duty Room ki Marmmart V Rangai Putai ke Karan.,Technical,Letter,RAJIV KUMAR SINGH,06-Sep-2025 12:01 PM,technical_1946941.pdf,"Executive Engineer ,Head works Division, Sarda canal Bareilly.",Internal,"Executive Engineer, I.D, Bareilly.",RAJIV KUMAR SINGH,15-Sep-2025 05:53 PM,finsummary_1946941.pdf (556.42 KB),Finance,Letter,RAJIV KUMAR SINGH,15-Sep-2025 04:40 PM,finance_1946941.pdf,BOQ Comparative Chart,"Executive Engineer ,Head works Division, Sarda canal Bareilly.",Internal,"Executive Engineer, I.D, Bareilly.",RAJIV KUMAR SINGH,06-Sep-2025 01:01 PM,10-Sep-2025 11:00 AM,techsummary_1946941.pdf (556.42 KB),AOC,26-Aug-2025 10:00 AM,04-Sep-2025 02:00 PM,26-Aug-2025 11:00 AM,04-Sep-2025 11:00 AM,NA ,NA ,26-Aug-2025 11:00 AM,04-Sep-2025 11:00 AM,10-Sep-2025 11:00 AM,"Executive Engineer ,Head works Division, Sarda can","Executive Engineer, Head works Division, Sarda canal Bareilly.",Bharamal Per sthit Duty Room ki Marmmart V Rangai Putai ke Karan.,Bharamal Per sthit Duty Room ki Marmmart V Rangai Putai ke Karan.,Please refer Tender documents. ,NA ,"3,78,000",Civil Works,NA ,Tender,90.0,30.0,Banbasa,262310.0,NA ,NA ,NA ,"Executive Engineer ,Head works Division, Sarda can",No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||V Circle Irrigation Works, Bareilly||HWDSC, bareilly",E-Tender Notice No 03/EE/2025-26,2025_UPIDC_1067467_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"8,000",Yes,fixed,,Nil,Nil,677.0,Nil,Nil,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Tender Document,1.0,Date Corrigendum,Date,,AOC
,,,,,,,2,5514416,JAGDISH CHANDRA SHRIVASTAVA,03-Sep-2025 11:19 PM,Accepted-AOC,Jagdish Chandra Shrivastava L-1,16-Jan-2026 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Boq,,,,,AOC
,,,,,,,3,5515375,RAHUL KUMAR MOURYA,03-Sep-2025 11:35 PM,Rejected-Finance,"Rejected,BeingL-3",15-Sep-2025 05:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
