S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,5795739.0,HARI OM SINGH,08-Jan-2026 09:41 PM,Rejected-Finance,L2,20-Jan-2026 03:39 PM,1.0,5795425.0,SDBS CONSTRUCTION,INR,"1,952,123.45",Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,2025_UPRNS_1102223_1,969/UPRNSS/EXEN/AYO/25-26 DT 22-12-25,"Repairing / Renovation work of Tehsil Residential building at Ambedkarnagar collectrate, Akabarpur, Tanda, Jalalpur, Alapur and Bhiti Disst. -Ambedkarnagar",20-Jan-2026,"INR 1,953,100",120.0,Satendra Singh Sikarwar,20-Jan-2026 03:48 PM,financialres.pdf (6798.00 KB),"Repairing / Renovation work of Tehsil Residential building at Ambedkarnagar collectrate, Akabarpur, Tanda, Jalalpur, Alapur and Bhiti Disst. -Ambedkarnagar",EXEN,Internal,technical,Satendra Singh Sikarwar,16-Jan-2026 02:51 PM,16-Jan-2026 03:00 PM,techsummary_2032135.pdf (1119.53 KB),Finance,financial,Satendra Singh Sikarwar,20-Jan-2026 03:09 PM,,BOQ Comparative Chart,EXEN,Internal,financial,Satendra Singh Sikarwar,20-Jan-2026 03:39 PM,finsummary_2032135.pdf (6797.83 KB),Technical,technical,Satendra Singh Sikarwar,16-Jan-2026 02:46 PM,technical_2032135.pdf,AOC,"58,593",No,percentage,3.0%,UTTAR PRADESH RAJYA NIRMAN SAHKARI SANGH LTD.,AYODHYA,27-Dec-2025 05:00 PM,12-Jan-2026 11:00 AM,27-Dec-2025 05:00 PM,10-Jan-2026 06:00 PM,NA ,NA ,27-Dec-2025 05:00 PM,10-Jan-2026 06:00 PM,16-Jan-2026 03:00 PM,"4,720",UTTAR PRADESH RAJYA NIRMAN SAHKARI SANGH LTD.,AYODHYA,No,EXEN,EXEN OFFICE UPRNSS 19T-1-152 Avdhutnagar colony devkali ayodhya,1,DD - Demand Draft,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,969/UPRNSS/EXEN/AYO/25-26 DT 22-12-25,2025_UPRNS_1102223_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT1,"Repairing / Renovation work of Tehsil Residential building at Ambedkarnagar collectrate, Akabarpur, Tanda, Jalalpur, Alapur and Bhiti Disst. -Ambedkarnagar","Repairing / Renovation work of Tehsil Residential building at Ambedkarnagar collectrate, Akabarpur, Tanda, Jalalpur, Alapur and Bhiti Disst. -Ambedkarnagar",Please refer Tender documents. ,ExEn ,"19,53,100",Civil Works,NA ,Tender,90.0,120.0,Tehsil ambedkarnagar,224122.0,UPRNSS OFFICE AYODHYA ,EXEN OFFICE UPRNSS 19T-1-152 Avdhutnagar colony devkali ayodhya ,07-Jan-2026 11:00 AM ,EXEN OFFICE UPRNSS 19T-1-152 Avdhutnagar colony de,No ,No,AOC
2.0,5795425.0,SDBS CONSTRUCTION,08-Jan-2026 05:18 PM,Accepted-AOC,L1,20-Jan-2026 03:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,.pdf,NIT2,,,,,,,,,,,,,,,,,,,AOC
3.0,5796524.0,SHAKUNTALA CONSTRUCTION AND GENERAL ORDER SUPPLIER,09-Jan-2026 03:53 PM,Rejected-Technical,reject no fee,16-Jan-2026 02:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,BG - Bank Guarantee,,,,,,,,,,,,,,,,,.pdf,BOQ,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,FDR - Fixed Deposit,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
