S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,SBI Bank,"5,000",Yes,fixed,,Nil,Nil,silt clearance of Deopura Bhagausa mr,LOT24,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,15.0,EE UDAC Mathura,281001.0,NA ,NA ,NA ,EE UDAC Mathura,No ,No,1.0,Corrigendum,Date,,EE UDAC Mathura,EE UDAC Mathura,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation Works Circle III Agra||E E Upper Division Agra Canal Mathura,10/EE/2025-26,2025_UPIDC_1079352_24,Yes,Open Tender,Piece-work,Works,2.0,No,No,Online,No,No,No,04-Oct-2025 10:00 AM,14-Oct-2025 02:00 PM,04-Oct-2025 11:00 AM,13-Oct-2025 05:00 PM,NA ,NA ,04-Oct-2025 11:00 AM,13-Oct-2025 05:00 PM,17-Oct-2025 01:00 PM,1,Fee/PreQual/Technical,.pdf,NIT,177.0,Nil,Nil,No,AOC,1.0,5593046.0,M/S SHREE RAM CONTRACTOR,INR,"213,752.3",naveen kumar,Internal,karan pal,Naveen Kumar,05-Jan-2026 02:49 PM,finsummary_1974491.pdf (21.31 KB),Finance,financial,Naveen Kumar,05-Jan-2026 02:47 PM,finance_1974491.pdf,BOQ Comparative Chart,1,5602918,KAILASH CHAND SHARMA,13-Oct-2025 09:46 AM,Rejected-AOC,L2,05-Jan-2026 02:52 PM,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation Works Circle III Agra||E E Upper Division Agra Canal Mathura,2025_UPIDC_1079352_24,10/EE/2025-26,silt clearance of Deopura Bhagausa mr,naveen kumar,Internal,karan pal,Naveen Kumar,17-Oct-2025 12:55 PM,17-Oct-2025 01:00 PM,techsummary_1974491.pdf (848.99 KB),05-Jan-2026,"INR 235,012.62",15.0,Naveen Kumar,05-Jan-2026 02:52 PM,0000000024.pdf (21.00 KB),AOC,Technical,technical,Naveen Kumar,17-Oct-2025 12:33 PM,technical_1974491.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,AOC,,,,,,,,,,,,,,,,,,2,5593046,M/S SHREE RAM CONTRACTOR,08-Oct-2025 02:10 PM,Accepted-AOC,L1,05-Jan-2026 02:52 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
