Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Siar,1629 Date 12-01-2026 Lot No 15,2026_RDUP_1105788_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"34,640",No,percentage,2.0%,BDO SIAR,SIAR,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,graam sabha katayaan mein imaraan ke ghar se raajanaath yaadav ke khet tak see0see0 kaary,graam sabha katayaan mein imaraan ke ghar se raajanaath yaadav ke khet tak see0see0 kaary,nit ,NA ,"17,32,000",Civil Works,NA ,Tender,90.0,90.0,KP SIAR,221715.0,NA ,NA ,NA ,BDO OFFICE SIAR,No ,No,1,DD - Demand Draft,BDO SIAR,BDO OFFICE SIAR,500.0,BDO SIAR,SIAR,No,13-Jan-2026 11:00 AM,19-Jan-2026 04:00 PM,13-Jan-2026 11:00 AM,19-Jan-2026 03:00 PM,NA ,NA ,13-Jan-2026 11:00 AM,19-Jan-2026 03:00 PM,19-Jan-2026 04:45 PM,AOC,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Siar,2026_RDUP_1105788_1,1629 Date 12-01-2026 Lot No 15,graam sabha katayaan mein imaraan ke ghar se raajanaath yaadav ke khet tak see0see0 kaary,Technical,Bid Opening Summary,FAISAL ALAM,19-Jan-2026 04:19 PM,,"FAISAL ALAM, BDO, DILIP KUMAR KHARWAR, JE RED, MANOJ KUMAR SINGH, ADO P",Internal,"FAISAL ALAM, BDO, DILIP KUMAR KHARWAR, JE RED, MANOJ KUMAR SINGH, ADO P",FAISAL ALAM,20-Jan-2026 06:15 PM,finsummary_2040267.pdf (240.07 KB),1.0,5812701.0,VISEN ASSOCIATE,INR,"1,730,960.8",1.0,5812962.0,ASHIRWAD ASSOCIATE,18-Jan-2026 11:40 PM,Rejected-AOC,L3,20-Jan-2026 07:57 PM,20-Jan-2026,"INR 1,730,960.8",90.0,FAISAL ALAM,20-Jan-2026 07:57 PM,15.pdf (57.00 KB),AOC,"FAISAL ALAM, BDO, DILIP KUMAR KHARWAR, JE RED, MANOJ KUMAR SINGH, ADO P",Internal,,FAISAL ALAM,19-Jan-2026 04:32 PM,19-Jan-2026 04:45 PM,techsummary_2040267.pdf (240.07 KB),Finance,Bid Opening Summary,FAISAL ALAM,20-Jan-2026 06:09 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,5813475.0,MAHADEV ASSOCIATE,19-Jan-2026 11:03 AM,Rejected-AOC,L2,20-Jan-2026 07:57 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3.0,5812701.0,VISEN ASSOCIATE,18-Jan-2026 09:13 PM,Accepted-AOC,L1,20-Jan-2026 07:57 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
