Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
31-Jan-2026,"INR 3,309,912.15",365.0,RAKESH KUMAR CHAUBE,31-Jan-2026 04:07 PM,Ag06Udaipur.pdf (339.00 KB),AOC,1.0,5799461.0,PUSHPENDRA ENTERPRISES,INR,"3,309,912.15","U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Kanpur",2026_UPIDC_1103968_1,06/SE/2025-26,Work of canal restoration and demarcation of canal land from km 0.000 to 13.960 of Udaipur Dy in Kanpur Nagar District.,1,5799474,M/S SAUBHAGYAM CONSTRUCTION PRIVATE LIMITED,12-Jan-2026 10:50 AM,Rejected-Finance,Not Lowest Quoted Amount,21-Jan-2026 02:17 PM,Technical,NIT06Lot01PrequlificatioSummary,RAKESH KUMAR CHAUBE,13-Jan-2026 11:30 AM,technical_2036326.pdf,S. E. I.W.C. Kanpur,Internal,"R.K. CHAUBE, S.E. IWC KANPUR, K.P. PANDEY, S.E. 2nd CIRCLE, KANPUR, SURENDRA KUMAR KAUSHAL, EE ID KANPUR DEHAT.",RAKESH KUMAR CHAUBE,21-Jan-2026 02:17 PM,finsummary_2036326.pdf (32.40 KB),Finance,Financial Bid,RAKESH KUMAR CHAUBE,21-Jan-2026 02:09 PM,finance_2036326.pdf,BOQ Comparative Chart,S. E. I.W.C. Kanpur,Internal,"R.K. CHAUBE, S.E. IWC KANPUR, K.P. PANDEY, S.E. 2nd CIRCLE, KANPUR, SURENDRA KUMAR KAUSHAL, EE ID KANPUR DEHAT.",RAKESH KUMAR CHAUBE,13-Jan-2026 11:34 AM,13-Jan-2026 12:00 PM,techsummary_2036326.pdf (32.40 KB),AOC,"2,720",Nil,Nil,No,06-Jan-2026 10:00 AM,12-Jan-2026 01:00 PM,06-Jan-2026 10:00 AM,12-Jan-2026 12:00 PM,NA ,NA ,06-Jan-2026 10:00 AM,12-Jan-2026 12:00 PM,13-Jan-2026 12:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Kanpur",06/SE/2025-26,2026_UPIDC_1103968_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"85,000",No,fixed,,Nil,Nil,S. E. I.W.C. Kanpur,Office of the S.E. IWC 98 Canal Colony Kanpur,Work of canal restoration and demarcation of canal land from km 0.000 to 13.960 of Udaipur Dy in Kanpur Nagar District.,Work of canal restoration and demarcation of canal land from km 0.000 to 13.960 of Udaipur Dy in Kanpur Nagar District.,Technical and Financial Bid ,NA ,"42,31,000",Civil Works,NA ,Tender,90.0,365.0,Kanpur Dehat,209311.0,S. E. I.W.C. Kanpur ,Office of the S.E. IWC 98 Canal Colony Kanpur ,07-Jan-2026 11:00 AM ,S. E. I.W.C. Kanpur,No ,No,1.0,Fee/PreQual/Technical,.pdf,Tender Documents,AOC
,,,,,,,,,,,,,,,,2,5798816,M/S SUDHIR CHANDRA CONSTRUCTION AND SUPPLIER,12-Jan-2026 11:33 AM,Rejected-Finance,Not Lowest Quoted Amount,21-Jan-2026 02:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,3,5799369,M/s Vinod Kumar,12-Jan-2026 10:26 AM,Rejected-Finance,Not Lowest Quoted Amount,21-Jan-2026 02:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,5795267,PUSHPA DEVI,12-Jan-2026 11:52 AM,Rejected-Finance,Not Lowest Quoted Amount,21-Jan-2026 02:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,5799461,PUSHPENDRA ENTERPRISES,12-Jan-2026 10:47 AM,Accepted-AOC,Lowest Quoted Amount,31-Jan-2026 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,5795240,R K CONSTRUCTION,12-Jan-2026 11:08 AM,Rejected-Finance,Not Lowest Quoted Amount,21-Jan-2026 02:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
