Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
12-Aug-2025 06:55 PM,29-Aug-2025 11:00 AM,12-Aug-2025 06:55 PM,28-Aug-2025 05:00 PM,NA ,NA ,12-Aug-2025 06:55 PM,28-Aug-2025 05:00 PM,20-Nov-2025 03:00 PM,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,Plantation Of Trees and shrubs in Internal Road RPS-04 Sector-22D and M/O trees shrubs Pond Along 60 mtr Road in front of Sector-19 and Central Verge on 45 mtr Wide Road and Remaining Length of 120 mtr Wide Road in Sector22D with Two Year Maintenance,Plantation Of Trees and shrubs in Internal Road RPS-04 Sector-22D and M/O trees shrubs Pond Along 60 mtr Road in front of Sector-19 and Central Verge on 45 mtr Wide Road and Remaining Length of 120 mtr Wide Road in Sector22D with Two Year Maintenance,Please refer Tender documents. ,NA ,"41,39,587",Agricultural or Forestry,NA ,Tender,90.0,825.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,tender cell 2nd floor yeida,No ,No,"1,005",Nil,Nil,No,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/399 DT-07/08/2025,2025_YEIDA_1064779_11,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Corrigendum 1,Date,,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC","82,800",No,fixed,,Nil,Nil,1.0,SBI Bank,AOC,1,5505300,M R INFRA,28-Aug-2025 02:48 PM,Rejected-Finance,L2,08-Dec-2025 02:03 PM,Yamuna Expressway Industrial Development Authority,2025_YEIDA_1064779_11,YEA/GM(PROJECT)/2025/399 DT-07/08/2025,Plantation Of Trees and shrubs in Internal Road RPS-04 Sector-22D and M/O trees shrubs Pond Along 60 mtr Road in front of Sector-19 and Central Verge on 45 mtr Wide Road and Remaining Length of 120 mtr Wide Road in Sector22D with Two Year Maintenance,1.0,5505196.0,M/S CITI DEVELOPERS,INR,"4,025,749.25",Committee,Internal,Committee,VIKAS KUMAR,08-Dec-2025 02:03 PM,finsummary_1941418.pdf (1485.38 KB),Finance,EVALUATION,VIKAS KUMAR,08-Dec-2025 01:59 PM,,BOQ Comparative Chart,Committee,Internal,Committee,VIKAS KUMAR,20-Nov-2025 02:37 PM,20-Nov-2025 03:00 PM,techsummary_1941418.pdf (725.03 KB),Technical,EVALUATION,VIKAS KUMAR,20-Nov-2025 12:38 PM,,08-Dec-2025,"INR 4,025,749.25",825.0,BHARAM PAL SINGH,21-Jan-2026 12:27 PM,CITI.pdf (945.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,AOC,2,5505196,M/S CITI DEVELOPERS,28-Aug-2025 04:48 PM,Accepted-AOC,L1,21-Jan-2026 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,AOC,3,5503560,M/S J K BUILDERS,27-Aug-2025 09:31 PM,Rejected-Finance,L6,08-Dec-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,AOC,4,5504047,M/S K.P. SINGH,28-Aug-2025 12:50 AM,Rejected-Technical,DISQUALIFIED,20-Nov-2025 02:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,AOC,5,5504422,M/S NARENDRA KUMAR,28-Aug-2025 02:48 PM,Rejected-Finance,L4,08-Dec-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,5504415,M/S PATHIK BUILDERS AND CONSTRUCTION CO,28-Aug-2025 02:06 PM,Rejected-Finance,L5,08-Dec-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,5499458,M/S SAINI NURSARY,28-Aug-2025 11:25 AM,Rejected-Finance,L3,08-Dec-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,5503760,M/S S F CONSTRUCTION,28-Aug-2025 11:47 AM,Rejected-Technical,DISQUALIFIED,20-Nov-2025 02:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,5503714,M/S SHRI KRISHNA PROPERTIES,27-Aug-2025 09:52 PM,Rejected-Finance,L7,08-Dec-2025 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
