Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti",2025_UPIDC_1095291_4,05/S.E/2025-26,"Head Protection of Baghapar Dy and Unchgaav, Siswa, Latera, Govindpur Minor and C C Lining work between km 0.300 to km 0.500 of Govindpur Minor in Distt- Basti.",1.0,5729850.0,santosh kumar pal,INR,"3,774,262.3",1,5731307,M/S BHARAT RAJ VERMA,09-Dec-2025 11:55 AM,Rejected-Technical,As Per Uploaded,15-Dec-2025 04:08 PM,21-Jan-2026,"INR 3,774,262.3",180.0,Ramesh Prasad,24-Jan-2026 12:02 PM,AOC_13.pdf (447.00 KB),AOC,Ramesh Prasad,Internal,Dinesh Mohan,Ramesh Prasad,19-Dec-2025 03:45 PM,finsummary_2014629.pdf (461.58 KB),Technical,Admitted,Ramesh Prasad,15-Dec-2025 02:55 PM,,Ramesh Prasad,Internal,Dinesh Mohan,Ramesh Prasad,15-Dec-2025 04:08 PM,18-Dec-2025 12:00 PM,techsummary_2014629.pdf (663.95 KB),Finance,Admitted,Ramesh Prasad,19-Dec-2025 03:27 PM,,BOQ Comparative Chart,AOC,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti",05/S.E/2025-26,2025_UPIDC_1095291_4,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Documents,02-Dec-2025 06:00 PM,09-Dec-2025 12:30 PM,02-Dec-2025 06:00 PM,09-Dec-2025 12:00 PM,NA ,NA ,03-Dec-2025 10:00 AM,09-Dec-2025 12:00 PM,18-Dec-2025 12:00 PM,"Head Protection of Baghapar Dy and Unchgaav, Siswa, Latera, Govindpur Minor and C C Lining work between km 0.300 to km 0.500 of Govindpur Minor in Distt- Basti.","Head Protection of Baghapar Dy and Unchgaav, Siswa, Latera, Govindpur Minor and C C Lining work between km 0.300 to km 0.500 of Govindpur Minor in Distt- Basti.",Please refer Tender documents. ,NA ,"54,60,000",Civil Works,NA ,Tender,90.0,180.0,Basti,272002.0,NA ,NA ,NA ,"S.E, Irrigation Construction Circle, Basti",No ,No,"S.E, Irrigation Construction Circle, Basti","S.E, Irrigation Construction Circle, Basti","2,645",Nil,Nil,No,"1,10,000",No,fixed,,Nil,Nil,1.0,SBI Bank,AOC
,,,,,,,,,2,5725828,M S DHERENDRA KUMAR PANDEY,08-Dec-2025 03:04 PM,Rejected-Finance,L2,19-Dec-2025 03:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5730259,M/S SINGH CONSTRUCTION COMPANY,09-Dec-2025 03:03 AM,Rejected-Finance,L3,19-Dec-2025 03:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5731196,M/S VIRAT TRADERS,09-Dec-2025 10:30 AM,Rejected-Technical,As Per Uploaded,15-Dec-2025 04:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,5728147,RAJESH TRADERS,08-Dec-2025 06:50 PM,Rejected-Technical,As Per Uploaded,15-Dec-2025 04:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,5729850,santosh kumar pal,08-Dec-2025 11:16 PM,Accepted-AOC,L1,24-Jan-2026 12:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
