Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad,2026_UPPRC_1103723_1,61/GM-3/UPPCL/2025-26 DATE-29.12.2025,"Proposed Additional Class Room, Toilet Block and Library in Rajkiya High School Faridpur Kutub at Distt. Ambedkar Nagar",1.0,5794573.0,ATHARVA CONSTRUCTION AND MULTIPURPOSE SERVICES,INR,"5,711,845.99",1,5794573,ATHARVA CONSTRUCTION AND MULTIPURPOSE SERVICES,13-Jan-2026 10:15 AM,Accepted-AOC,L1,30-Jan-2026 01:16 PM,30-Jan-2026,"INR 5,711,845.99",180.0,ANIL KUMAR SINGH,30-Jan-2026 01:16 PM,Agreement86.pdf (2275.00 KB),L1,General Manager Zone-3 UPPCL Lko,Internal,Attached,ANIL KUMAR SINGH,17-Jan-2026 04:34 PM,19-Jan-2026 11:00 AM,techsummary_2035590.pdf (3651.89 KB),Finance,Attached,ANIL KUMAR SINGH,30-Jan-2026 01:03 PM,finance_2035590.pdf,BOQ Comparative Chart,General Manager Zone-3 UPPCL Lko,Internal,Attached,ANIL KUMAR SINGH,30-Jan-2026 01:09 PM,finsummary_2035590.pdf (3651.89 KB),Technical,Attached,ANIL KUMAR SINGH,17-Jan-2026 04:30 PM,,AOC,1.0,SBI Bank,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad,61/GM-3/UPPCL/2025-26 DATE-29.12.2025,2026_UPPRC_1103723_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"1,16,000",No,fixed,,Nil,Nil,05-Jan-2026 09:00 AM,13-Jan-2026 04:00 PM,05-Jan-2026 09:00 AM,13-Jan-2026 03:00 PM,NA ,NA ,05-Jan-2026 09:00 AM,13-Jan-2026 03:00 PM,19-Jan-2026 11:00 AM,"Proposed Additional Class Room, Toilet Block and Library in Rajkiya High School Faridpur Kutub at Distt. Ambedkar Nagar","Proposed Additional Class Room, Toilet Block and Library in Rajkiya High School Faridpur Kutub at Distt. Ambedkar Nagar",As per Bid Documents ,NA ,"57,99,000",Civil Works - Buildings,N/A ,Tender,90.0,180.0,Ambedkar Nagar,223221.0,NA ,NA ,NA ,Office of the General Manager Zone-3 UPPCL Lucknow,No ,No,1.0,Fee/PreQual/Technical,.pdf,NIT,General Manager Zone-3 UPPCL Lucknow,Office of the General Manager Zone-3 UPPCL Lucknow,"11,800",Nil,Nil,No,AOC
,,,,,,,,,2,5801192,M/S NATIONAL ELECTRICAL & ELECTRONICS SERVICES,13-Jan-2026 12:15 PM,Rejected-Finance,L2,30-Jan-2026 01:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC
,,,,,,,,,3,5799708,M/S REVATI KUSHWAHA,12-Jan-2026 02:00 PM,Rejected-Technical,Disqualify,17-Jan-2026 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5795189,M/s R.K.Constructions,13-Jan-2026 01:09 PM,Rejected-Technical,Disqualify,17-Jan-2026 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
