Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage
"Construction of 48 Persons Mahila Barrack at police Line, Campus, Distt. Bulandshahr","Construction of 48 Persons Mahila Barrack at police Line, Campus, Distt. Bulandshahr",Please refer Tender documents. ,NA ,"1,81,15,000",Civil Works,NA ,Tender,90.0,365.0,District Bulandshahar,203001.0,NA ,NA ,NA ,Suprintending Engineer office,No ,No,"3,63,000",No,fixed,,UPSCIDCO,BULANDSHAHAR,26-Nov-2025 01:00 PM,08-Dec-2025 11:00 AM,26-Nov-2025 01:00 PM,08-Dec-2025 10:00 AM,NA ,NA ,26-Nov-2025 01:00 PM,08-Dec-2025 10:00 AM,09-Dec-2025 11:25 AM,1,Fee,.pdf,Fee,1.0,RTGS - RTGS Payment,"3,540",UPSCIDCO,BULANDSHAHAR,No,Suprintending Engineer,"Suprintending Engineer office - SJ-59, Shastri Nagar, Ghaziabad",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Ghaziabad,33/SE/GZB/E-TENDER/2025-26,2025_SCIDC_1093829_1,Yes,Open Tender,Percentage,Works,3.0,No,No,Offline,No,No,No,AOC,Superintending Engineer,Internal,"A. K. Nirmal - S.E., A. K. Verma - E.E., M. Chandra - AAO",Mool Chandra,20-Dec-2025 04:03 PM,finsummary_2010844.pdf (244.84 KB),Technical,Technical Evaluation Summary,Mool Chandra,08-Dec-2025 06:51 PM,technical_2010844.pdf,Superintending Engineer,Internal,"A.K. Nirmal - S.E., A.K. Verma - E.E., M. Chandra - AAO",Mool Chandra,08-Dec-2025 06:54 PM,09-Dec-2025 11:25 AM,techsummary_2010844.pdf (244.84 KB),Finance,Finance Bid Evaluation Summary,Mool Chandra,20-Dec-2025 04:01 PM,finance_2010844.pdf,BOQ Comparative Chart,1,5705557,Atharva Builtech,07-Dec-2025 08:45 PM,Rejected-Finance,Being L2,20-Dec-2025 04:03 PM,1.0,5728756.0,SKYLINE BUILDERS,INR,"17,162,151",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Ghaziabad,2025_SCIDC_1093829_1,33/SE/GZB/E-TENDER/2025-26,"Construction of 48 Persons Mahila Barrack at police Line, Campus, Distt. Bulandshahr",29-Dec-2025,"INR 17,162,151",365.0,Mool Chandra,07-Jan-2026 10:47 AM,aoc.pdf (402.00 KB),"AWARD OF CONTRACT for Construction of 48 Persons Mahila Barrack at police Line, Campus, Distt. Bulandshahr",1.0,Tender Revocation,Tender Revocation,20-Dec-2025 03:41 PM,Tender_Revocation.pdf ,153.75,Financial Opening,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PreQual/Technical,.pdf,PreQual/Technical,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5728240,MOHAN INFRADEVELOPERS PVT LTD,07-Dec-2025 09:46 PM,Rejected-Finance,Being L3,20-Dec-2025 04:03 PM,,,,,,,,,,,,,,,,,2.0,Tender Revocatinn,Tender Revocation1,20-Dec-2025 03:55 PM,Tender_Revocation.pdf ,153.75,Financial Opening,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5728756,SKYLINE BUILDERS,08-Dec-2025 09:15 AM,Accepted-AOC,Being L1,07-Jan-2026 10:47 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC
