Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
24-Nov-2025 09:00 AM,29-Nov-2025 03:30 PM,24-Nov-2025 09:00 AM,29-Nov-2025 03:00 PM,NA ,NA ,24-Nov-2025 10:00 AM,29-Nov-2025 03:00 PM,12-Dec-2025 04:30 PM,"2,689",Nil,Nil,No,"1,17,000",No,fixed,,Nil,Nil,"S.E, Irrigation Construction Circle, Basti","S.E, Irrigation Construction Circle, Basti",1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Tender Documents,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti",04/S.E/2025-26,2025_UPIDC_1093020_5,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,"Construction of C C Lining work at Head of Gopalpur, Jinwa, Suhi, Bahrampur, Rasoolpur, Bhadikhurd Daudpatti and Bhadibujurg Minors.","Construction of C C Lining work at Head of Gopalpur, Jinwa, Suhi, Bahrampur, Rasoolpur, Bhadikhurd Daudpatti and Bhadibujurg Minors.",Please refer Tender documents. ,NA ,"58,41,000",Civil Works,NA ,Tender,90.0,180.0,Basti,272002.0,NA ,NA ,NA ,"S.E, Irrigation Construction Circle, Basti",No ,No,AOC,Technical,Admitted,Ramesh Prasad,10-Dec-2025 06:32 PM,,Ramesh Prasad,Internal,Dinesh Mohan,Ramesh Prasad,15-Dec-2025 02:32 PM,finsummary_2009350.pdf (567.98 KB),Finance,Admitted,Ramesh Prasad,15-Dec-2025 01:53 PM,,BOQ Comparative Chart,Ramesh Prasad,Internal,Dinesh Mohan,Ramesh Prasad,10-Dec-2025 06:50 PM,12-Dec-2025 04:30 PM,techsummary_2009350.pdf (530.24 KB),19-Jan-2026,"INR 4,093,374.9",180.0,Ramesh Prasad,31-Jan-2026 04:48 PM,AOC_12.pdf (401.00 KB),AOC,1,5708212,M/S ADITYA CONSTRUCTION COMPANY,28-Nov-2025 04:50 PM,Accepted-AOC,L1,31-Jan-2026 04:49 PM,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti",2025_UPIDC_1093020_5,04/S.E/2025-26,"Construction of C C Lining work at Head of Gopalpur, Jinwa, Suhi, Bahrampur, Rasoolpur, Bhadikhurd Daudpatti and Bhadibujurg Minors.",1.0,5708212.0,M/S ADITYA CONSTRUCTION COMPANY,INR,"4,093,374.9",AOC
,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5709861,M/S BHAGWATI TRADERS,29-Nov-2025 12:09 PM,Rejected-Finance,L3,15-Dec-2025 02:32 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5709121,M S DHERENDRA KUMAR PANDEY,28-Nov-2025 06:15 PM,Rejected-Finance,L4,15-Dec-2025 02:32 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5708297,M/S VIRAT TRADERS,28-Nov-2025 01:14 PM,Rejected-Technical,As Per Uploaded,10-Dec-2025 06:50 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5708235,santosh kumar pal,28-Nov-2025 12:13 PM,Rejected-Finance,L2,15-Dec-2025 02:32 PM,,,,,,,,,,AOC
