Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Special Repair of Khargupur Vishunpur Link Road,Special Repair of Khargupur Vishunpur Link Road,Please refer Tender documents. ,NA ,"67,40,000",Civil Works,NA ,Tender,90.0,60.0,GONDA,271001.0,GONDA ,SE GONDA CIRCLE PWD GONDA ,14-Jan-2026 12:00 PM ,GONDA,No ,No,"5,40,000",Yes,fixed,,Nil,Nil,13-Jan-2026 09:10 AM,20-Jan-2026 12:30 PM,13-Jan-2026 09:10 AM,20-Jan-2026 12:00 PM,NA ,NA ,13-Jan-2026 09:10 AM,20-Jan-2026 12:00 PM,24-Jan-2026 04:35 PM,1,Fee/PreQual/Technical,.pdf,E1,Chief Engineer Devipatan (Gonda) Zone PWD Gonda||SE Gonda Circle PWD Gonda,5172/98Com/Gonda Circle/25-26 DT 10.12.25,2026_CEDPW_1105794_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,SE GONDA CIRCLE PWD GONDA,SE GONDA CIRCLE PWD GONDA,"2,600",Nil,Nil,Yes,1.0,SBI Bank,AOC,Finance,letter,YOGENDRA SINGH,24-Jan-2026 05:02 PM,finance_2040307.pdf,BOQ Comparative Chart,YOGENDRA SINGH,Internal,,YOGENDRA SINGH,24-Jan-2026 04:29 PM,24-Jan-2026 04:35 PM,techsummary_2040307.pdf (884.59 KB),Technical,LETTER,YOGENDRA SINGH,24-Jan-2026 04:20 PM,technical_2040307.pdf,YOGENDRA SINGH,Internal,,YOGENDRA SINGH,24-Jan-2026 05:08 PM,finsummary_2040307.pdf (192.34 KB),24-Jan-2026,"INR 6,926,987.71",60.0,YOGENDRA SINGH,24-Jan-2026 05:10 PM,Chart.pdf (192.00 KB),L1,1.0,5813918.0,M/S A.K. CONSTRUCTION,INR,"6,926,987.71",Chief Engineer Devipatan (Gonda) Zone PWD Gonda||SE Gonda Circle PWD Gonda,2026_CEDPW_1105794_5,5172/98Com/Gonda Circle/25-26 DT 10.12.25,Special Repair of Khargupur Vishunpur Link Road,1,5813918,M/S A.K. CONSTRUCTION,20-Jan-2026 07:01 AM,Accepted-AOC,L1,24-Jan-2026 05:10 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5813866,M/s P K Construction,20-Jan-2026 06:45 AM,Rejected-Finance,L2,24-Jan-2026 05:08 PM,AOC
