S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,5709532.0,M/s Bindu Devi,INR,100.0,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2025_REDUP_1091784_3,1486/RED Tender KUSHINAGAR,VISHUNPURA VIKAS KHAND VISHUNPURA KE GRAMSABHA TRILOKPUR BUJURG JUDVANIYA NALE PAR MITER SPAN KI RCC PULIYA KA NIRMAD KARYA,1,5709532,M/s Bindu Devi,30-Nov-2025 05:52 PM,Accepted-AOC,L1,22-Jan-2026 07:51 PM,22-Jan-2026,INR 100,90.0,Virendra Kumar Pandey,22-Jan-2026 07:51 PM,784_3.pdf (146.00 KB),EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,07-Jan-2026 09:22 PM,08-Jan-2026 12:00 PM,techsummary_2005767.pdf (1014.86 KB),Finance,Bid Opening Summary,Praveen Kumar,08-Jan-2026 07:50 PM,,BOQ Comparative Chart,EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,22-Jan-2026 07:08 PM,finsummary_2005767.pdf (146.40 KB),Technical,Bid Opening Summary,Virendra Kumar Pandey,02-Dec-2025 02:42 PM,,AOC,VISHUNPURA VIKAS KHAND VISHUNPURA KE GRAMSABHA TRILOKPUR BUJURG JUDVANIYA NALE PAR MITER SPAN KI RCC PULIYA KA NIRMAD KARYA,VISHUNPURA VIKAS KHAND VISHUNPURA KE GRAMSABHA TRILOKPUR BUJURG JUDVANIYA NALE PAR MITER SPAN KI RCC PULIYA KA NIRMAD KARYA,Please refer Tender documents. ,NA ,"20,48,000",Civil Works,NA ,Tender,90.0,90.0,work,274302.0,NA ,NA ,NA ,EE RED KUSHINAGAR,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,1486/RED Tender KUSHINAGAR,2025_REDUP_1091784_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,EE RED KUSHINAGAR,EE RED KUSHINAGAR,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"41,000",No,fixed,,Nil,Nil,25-Nov-2025 09:00 AM,01-Dec-2025 03:00 PM,25-Nov-2025 09:00 AM,01-Dec-2025 12:00 PM,NA ,NA ,25-Nov-2025 09:00 AM,01-Dec-2025 12:00 PM,08-Jan-2026 12:00 PM,"2,336",Nil,Nil,No,AOC
,,,,,,,,,2,5709490,SHRI SURYA BLOCKS,28-Nov-2025 08:36 PM,Rejected-Finance,L2,22-Jan-2026 07:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,AOC
