S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,SBI Bank,24-Sep-2025 04:00 PM,08-Oct-2025 04:00 PM,24-Sep-2025 04:00 PM,08-Oct-2025 02:00 PM,NA ,NA ,24-Sep-2025 04:00 PM,08-Oct-2025 02:00 PM,21-Oct-2025 12:00 PM,"31,02,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,BIDDOC,"17,700",Nil,Nil,No,"General Manager, Zone-7, Lucknow","General Manager, Zone-7, U.P. Projects Corporation Ltd. Lucknow. Gomti Barrage, Left Bank, Gomti Nagar Lucknow.",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-7 Lucknow,51/UPPCL/GM-7/E-TENDER/2025-26 Dated-20.09.2025,2025_UPPRC_1077000_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Construction of I.T.I. Cum skill development centre Sarojini Nagar, District-Lucknow (U.P.)","Construction of I.T.I. Cum skill development centre Sarojini Nagar, District-Lucknow (U.P.)",Please refer Tender documents. ,NA ,"15,50,95,000",Civil Works - Buildings,NA ,Tender,90.0,540.0,"Sarojini Nagar, District-Lucknow (U.P.)",226008.0,NA ,NA ,NA ,LUCKNOW,No ,No,AOC,"General Manager, Zone-7, Lucknow",Internal,"General Manager, Zone-3, Ayodhya, Project Manager, Unit-14, Lucknow, Accountant, Unit-14, Lucknow",RAKESH VERMA,24-Oct-2025 02:04 PM,finsummary_1967972.pdf (3024.68 KB),Technical,Enclosed,RAKESH VERMA,17-Oct-2025 02:43 PM,technical_1967972.pdf,"General Manager, Zone-7, Lucknow",Internal,"General Manager, Zone-3, Ayodhya, Project Manager, Unit-14, Lucknow, Accountant, Unit-14, Lucknow",RAKESH VERMA,17-Oct-2025 02:50 PM,21-Oct-2025 12:00 PM,techsummary_1967972.pdf (3024.68 KB),Finance,Enclosed,RAKESH VERMA,24-Oct-2025 01:59 PM,finance_1967972.pdf,BOQ Comparative Chart,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-7 Lucknow,2025_UPPRC_1077000_1,51/UPPCL/GM-7/E-TENDER/2025-26 Dated-20.09.2025,"Construction of I.T.I. Cum skill development centre Sarojini Nagar, District-Lucknow (U.P.)",1.0,5586553.0,M/s Akankcha Enterprises,INR,"151,202,235.97",1,5591120,DIXIT CONSTRUCTIONS PRIVATE LIMITED,08-Oct-2025 10:09 AM,Rejected-AOC,Accepted,02-Jan-2026 03:57 PM,02-Jan-2026,"INR 151,202,235.97",540.0,RAKESH VERMA,02-Jan-2026 03:57 PM,DOS51new.pdf (593.00 KB),Enclosed,AOC
,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5586553,M/s Akankcha Enterprises,08-Oct-2025 12:40 PM,Accepted-AOC,Accepted,02-Jan-2026 03:57 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5589689,M/s R And C Infraengineers Private Limited,08-Oct-2025 12:25 PM,Rejected-Technical,Disqualified,17-Oct-2025 02:50 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5592448,V P CONSTRUCTION,08-Oct-2025 01:30 PM,Rejected-Technical,Disqualified,17-Oct-2025 02:50 PM,,,,,,,,AOC
