EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"78,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,1.0,SBI Bank,M/o trees shurbs on central verge of 45mtr wide road near plot no. A-1 to A-8 and 75mtr wide road (road no. 13) between sector 28 and 29 with two years Yeida. WC-H,M/o trees shurbs on central verge of 45mtr wide road near plot no. A-1 to A-8 and 75mtr wide road (road no. 13) between sector 28 and 29 with two years Yeida. WC-H,Please refer Tender documents. ,NA ,"38,99,892",Agricultural or Forestry,NA ,Tender,90.0,730.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,tender cell 2nd floor yeida,No ,No,13-Aug-2025 06:55 PM,25-Aug-2025 11:00 AM,13-Aug-2025 06:55 PM,22-Aug-2025 05:00 PM,NA ,NA ,13-Aug-2025 06:55 PM,22-Aug-2025 05:00 PM,20-Nov-2025 03:30 PM,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/399 DT-07/08/2025,2025_YEIDA_1064779_16,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,980.0,Nil,Nil,No,AOC,1.0,5472643.0,M/s V.K. CONTRACTOR & SUPPLIER,INR,"3,821,894.62",Finance,EVALUATION,BHARAM PAL SINGH,08-Dec-2025 12:34 PM,,BOQ Comparative Chart,Committee,Internal,Committee,VIKAS KUMAR,09-Dec-2025 03:57 PM,finsummary_1941918.pdf (1449.70 KB),Yamuna Expressway Industrial Development Authority,2025_YEIDA_1064779_16,YEA/GM(PROJECT)/2025/399 DT-07/08/2025,M/o trees shurbs on central verge of 45mtr wide road near plot no. A-1 to A-8 and 75mtr wide road (road no. 13) between sector 28 and 29 with two years Yeida. WC-H,1.0,5465067.0,M/S S F CONSTRUCTION,21-Aug-2025 08:20 PM,Rejected-Finance,L3,09-Dec-2025 03:57 PM,Committee,Internal,Committee,RAJENDRA SINGH BHATI,20-Nov-2025 03:28 PM,20-Nov-2025 03:30 PM,techsummary_1941918.pdf (646.44 KB),09-Dec-2025,"INR 3,821,894.62",730.0,BHARAM PAL SINGH,28-Jan-2026 05:54 PM,399_16.pdf (930.00 KB),AOC,Technical,EVALUATION,RAJENDRA SINGH BHATI,20-Nov-2025 03:25 PM,,AOC
,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2.0,5472431.0,M/S SHRI KRISHNA PROPERTIES,22-Aug-2025 12:01 PM,Rejected-Finance,L2,09-Dec-2025 03:57 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3.0,5472643.0,M/s V.K. CONTRACTOR & SUPPLIER,22-Aug-2025 03:38 PM,Accepted-AOC,L1,28-Jan-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
