Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"17,700",Nil,Nil,No,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad,47/GM-3/UPPCL/2025-26 DATE-05.12.2025,2025_UPPRC_1098819_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"22,71,000",No,fixed,,Nil,Nil,CONSTUCTION FOR 100 CAPACITY RAJKIYA BAAL SAMPREKSHAN GRAH (JUVENILE ) AND JUVENILE JUSTICE BOARD BLOCK FOR DISTT-AYODHYA,CONSTUCTION FOR 100 CAPACITY RAJKIYA BAAL SAMPREKSHAN GRAH (JUVENILE ) AND JUVENILE JUSTICE BOARD BLOCK FOR DISTT-AYODHYA,As per bid documents ,NA ,"11,35,46,000",Civil Works - Buildings,N/A ,Tender,90.0,540.0,Ayodhya,224001.0,NA ,NA ,NA ,Office of the General Manager Zone-3 UPPCL Lucknow,No ,No,13-Dec-2025 09:00 AM,19-Dec-2025 04:00 PM,13-Dec-2025 09:00 AM,19-Dec-2025 03:00 PM,NA ,NA ,13-Dec-2025 09:00 AM,19-Dec-2025 03:00 PM,24-Dec-2025 02:45 PM,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,NIT,General Manager Zone-3 UPPCL Lucknow,Office of the General Manager Zone-3 UPPCL Lucknow,AOC,Technical,Attached,ANIL KUMAR SINGH,24-Dec-2025 02:34 PM,technical_2024037.pdf,General Manager Zone-3 UPPCL Lko,Internal,Attached,ANIL KUMAR SINGH,19-Jan-2026 05:28 PM,finsummary_2024037.pdf (3651.89 KB),Finance,Attached,ANIL KUMAR SINGH,19-Jan-2026 05:26 PM,finance_2024037.pdf,BOQ Comparative Chart,General Manager Zone-3 UPPCL Lko,Internal,Attached,ANIL KUMAR SINGH,24-Dec-2025 02:38 PM,24-Dec-2025 02:45 PM,techsummary_2024037.pdf (3651.89 KB),19-Jan-2026,"INR 109,569,168.82",540.0,ANIL KUMAR SINGH,19-Jan-2026 05:31 PM,Divyanshi.pdf (177.00 KB),L1,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad,2025_UPPRC_1098819_1,47/GM-3/UPPCL/2025-26 DATE-05.12.2025,CONSTUCTION FOR 100 CAPACITY RAJKIYA BAAL SAMPREKSHAN GRAH (JUVENILE ) AND JUVENILE JUSTICE BOARD BLOCK FOR DISTT-AYODHYA,1.0,5755062.0,DIVYANSHI DEVELOPERS PVT.LTD.,INR,"109,569,168.82",1,5755062,DIVYANSHI DEVELOPERS PVT.LTD.,18-Dec-2025 05:42 PM,Accepted-AOC,L1,19-Jan-2026 05:31 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5756721,DIXIT CONSTRUCTIONS PRIVATE LIMITED,19-Dec-2025 01:38 PM,Rejected-Finance,L2,19-Jan-2026 05:28 PM,AOC
