Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Bansagar, Allahabad||Ban Sagar CC-2, Mirjapur||BCCD-7, Mirzapur",2025_UPIDC_1091431_2,NIT 02/EE/2025-26,LOT NO 2,1.0,5700422.0,M/S BRAHMA DATT SINGH,INR,"115,161.2",1,5700422,M/S BRAHMA DATT SINGH,25-Nov-2025 01:53 AM,Accepted-AOC,Awarded,14-Jan-2026 04:49 PM,14-Jan-2026,"INR 115,161.2",21.0,shyam kishor gupta,14-Jan-2026 04:49 PM,DoS_L02.pdf (546.00 KB),Contract awarded to M/s Brahma Datt Singh for being L-1,SHYAM KISHOR GUPTA EE,Internal,AMIT KUMAR SRIVASTAV EE SHIV GOVIND AE SAMEER SAXENA DAO,shyam kishor gupta,14-Jan-2026 04:32 PM,finsummary_2005064.pdf (1451.20 KB),Technical,Technical Bid Qualificatioin Summary,shyam kishor gupta,27-Nov-2025 01:30 PM,technical_2005064.pdf,SHYAM KISHOR GUPTA EE,Internal,AMIT KUMAR SRIVASTAVA EE SAMEER KUMAR SAXENA DAO SHIV GOVIND AE,shyam kishor gupta,27-Nov-2025 02:25 PM,28-Nov-2025 03:00 PM,techsummary_2005064.pdf (1451.20 KB),Finance,BOQ SUMMARY,shyam kishor gupta,01-Dec-2025 03:36 PM,finance_2005064.pdf,BOQ Comparative Chart,AOC,"5,002",No,fixed,,Nil,Nil,1.0,SBI Bank,589.0,Nil,Nil,No,LOT NO 2,Painting of 8 different structures parapet between Km. 15.700 to 21.300 of M.J.L.C.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,NA ,LALGANJ,231211.0,NA ,NA ,NA ,MIRZAPUR,No ,No,18-Nov-2025 01:00 PM,25-Nov-2025 02:00 PM,18-Nov-2025 01:00 PM,25-Nov-2025 01:00 PM,NA ,NA ,18-Nov-2025 01:00 PM,25-Nov-2025 01:00 PM,28-Nov-2025 03:00 PM,1,Fee/PreQual/Technical,.pdf,Tender Document,EE,EXECUTIVE ENGINEER BANSAGAR CANAL CONSTRUCTION DIVISION-7 MIRZAPUR,"U P Irrigation Department (Civil)||Chief Engineer-Bansagar, Allahabad||Ban Sagar CC-2, Mirjapur||BCCD-7, Mirzapur",NIT 02/EE/2025-26,2025_UPIDC_1091431_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,2,5690243,M/S SHYAM BIHARI DUBEY,20-Nov-2025 09:26 PM,Rejected-Finance,for not being L-1,14-Jan-2026 04:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,AOC
