Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Executive officer Nagar Panchayat Kulpahar,Executive officer Nagar Panchayat Kulpahar,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,Construction work of a building in the office premises of Nagar Panchayat Kulpahar.,Construction work of a building in the office premises of Nagar Panchayat Kulpahar.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,180.0,180.0,Executive officer Nagar Panchayat Kulpahar,210426.0,NA ,NA ,NA ,Executive officer Nagar Panchayat Kulpahar,No ,No,08-Jan-2026 10:00 AM,15-Jan-2026 11:00 AM,08-Jan-2026 10:00 AM,14-Jan-2026 04:00 PM,NA ,NA ,08-Jan-2026 10:00 AM,14-Jan-2026 04:00 PM,16-Jan-2026 12:20 PM,"3,32,700",No,fixed,,Executive officer,Nagar Panchayat Kulpahar,Directorate of Local Bodies UP||Nagar Panchayat Kulpahad Mahoba,367/Tender Notice/2025-26 DATED 06.01.2026,2026_DOLBU_1104298_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,1.0,RTGS - RTGS Payment,"3,894",Executive officer,Nagar Panchayat Kulpahar,No,AOC,EO,Internal,,Vinod Kumar,16-Jan-2026 12:19 PM,16-Jan-2026 12:20 PM,techsummary_2037090.pdf (153.62 KB),Finance,3 bid admitted,Pravendra Kumar,16-Jan-2026 12:27 PM,,BOQ Comparative Chart,EO,Internal,,Pravendra Kumar,16-Jan-2026 12:30 PM,finsummary_2037090.pdf (153.64 KB),Technical,3 bid find and all admitted,Vinod Kumar,16-Jan-2026 12:12 PM,,Directorate of Local Bodies UP||Nagar Panchayat Kulpahad Mahoba,2026_DOLBU_1104298_1,367/Tender Notice/2025-26 DATED 06.01.2026,Construction work of a building in the office premises of Nagar Panchayat Kulpahar.,1.0,5803992.0,ATUL KUMAR,INR,"3,291,327",1,5803992,ATUL KUMAR,14-Jan-2026 03:00 PM,Accepted-AOC,L1,16-Jan-2026 01:21 PM,16-Jan-2026,"INR 3,326,925",180.0,Pravendra Kumar,16-Jan-2026 01:21 PM,AOC.pdf (468.00 KB),AOC
,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5803836,GYANENDRA MISHRA THEKEDAR,14-Jan-2026 02:19 PM,Rejected-AOC,L3,16-Jan-2026 01:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5804031,NARESH KUMAR THEKEDAR,14-Jan-2026 03:11 PM,Rejected-AOC,L2,16-Jan-2026 01:21 PM,,,,,,,AOC
