Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Silt clearance and Scraping of Lalganj Dy. from Km. 30.000 to Km. 71.000,Silt clearance and Scraping of Lalganj Dy. from Km. 30.000 to Km. 71.000,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,30.0,Azamgarh,276001.0,NA ,NA ,NA ,Office SSK-23 Azamgarh,No ,No,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-23, azamgarh",2/EE/2025-26,2025_UPIDC_1087047_14,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,E.E. SSK-23 Azamgarh,Office SSK-23 Azamgarh,1.0,Fee/PreQual/Technical,.pdf,Bid Documents,"2,00,000",Yes,fixed,,Nil,Nil,30-Oct-2025 03:00 PM,06-Nov-2025 11:00 AM,30-Oct-2025 03:00 PM,05-Nov-2025 06:00 PM,NA ,NA ,30-Oct-2025 03:00 PM,05-Nov-2025 06:00 PM,12-Nov-2025 10:00 AM,854.0,Nil,Nil,No,AOC,1.0,5652215.0,Ms A S Construction,INR,"1,786,654.04",Finance,3 bidders admitted,virendra singh,21-Jan-2026 08:41 PM,,BOQ Comparative Chart,Virendra Singh,Internal,,virendra singh,21-Jan-2026 08:46 PM,finsummary_1993791.pdf (104.42 KB),"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-23, azamgarh",2025_UPIDC_1087047_14,2/EE/2025-26,Silt clearance and Scraping of Lalganj Dy. from Km. 30.000 to Km. 71.000,1,5654884,DEOMAN YADAV,05-Nov-2025 03:14 PM,Rejected-Finance,L2,21-Jan-2026 08:46 PM,Virendra Singh,Internal,,virendra singh,11-Nov-2025 07:57 PM,12-Nov-2025 10:00 AM,techsummary_1993791.pdf (104.42 KB),21-Nov-2026,"INR 2,000,000",30.0,virendra singh,21-Jan-2026 08:57 PM,71.pdf (71.00 KB),Technical,3 Bidder Technically Qualified,virendra singh,11-Nov-2025 07:20 PM,technical_1993791.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,5652215,Ms A S Construction,04-Nov-2025 09:51 PM,Accepted-AOC,L1,21-Jan-2026 08:57 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,5654972,M/S SANJAY KUMAR RAI,05-Nov-2025 03:19 PM,Rejected-Finance,L3,21-Jan-2026 08:46 PM,,,,,,,,,,,,,,,,,,,AOC
