Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
18-Dec-2025,"INR 246,569",60.0,RAJA RAM CHAUDHARY,05-Jan-2026 02:03 PM,T05Lot01datesrtSantoshkumaryadav.pdf (824.00 KB),Award of contract for this lot,1,5691449,M/S SANTOSH KUMAR YADAV,26-Nov-2025 12:37 PM,Accepted-AOC,First Lowest,05-Jan-2026 02:03 PM,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Varanasi)||Superintending Engineer (Tubewell) Mirzapur||Executive Engineer(MLCD) Mirzapur,2025_UPIDM_1088337_1,"Tender Notice 05/EEMLCD/2025-26, lot-01","Tender Notice 05/EEMLCD/2025-26, lot-01",1.0,5691449.0,M/S SANTOSH KUMAR YADAV,INR,"246,569",Technical,Technical Evaluation Qualified,RAJA RAM CHAUDHARY,29-Nov-2025 12:34 PM,technical_1996666.pdf,EE Raja Ram Chaudhary,Internal,EE Balwant Kumar,RAJA RAM CHAUDHARY,03-Dec-2025 01:20 PM,finsummary_1996666.pdf (305.04 KB),Finance,Qualified financial Evaluation,RAJA RAM CHAUDHARY,03-Dec-2025 01:09 PM,finance_1996666.pdf,BOQ Comparative Chart,EE Raja Ram Chaudhary,Internal,EE Balwant Kumar,RAJA RAM CHAUDHARY,29-Nov-2025 12:37 PM,29-Nov-2025 12:40 PM,techsummary_1996666.pdf (305.04 KB),AOC,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Varanasi)||Superintending Engineer (Tubewell) Mirzapur||Executive Engineer(MLCD) Mirzapur,"Tender Notice 05/EEMLCD/2025-26, lot-01",2025_UPIDM_1088337_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,"Tender Notice 05/EEMLCD/2025-26, lot-01",Earth work in canal for strengthening of weakened bank and daula with correcting of internal section in main canal (Dah No.-02) reach from 1.000 Km to 2.400 Km at Mahuwarikalan Pump Canal.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,60.0,"Vill-Mahuwarikala, Block-City, Mirzapur",231001.0,NA ,NA ,NA ,"Executive Engineer, Minor Lift Canal Division, Mzp",No ,No,06-Nov-2025 01:00 PM,26-Nov-2025 03:00 PM,06-Nov-2025 02:00 PM,26-Nov-2025 01:00 PM,NA ,NA ,06-Nov-2025 02:00 PM,26-Nov-2025 01:00 PM,29-Nov-2025 12:40 PM,EE Raja Ram Chaudhary,"Executive Enginner, MLCD MIrzapur",677.0,Nil,Nil,No,"5,000",No,fixed,,Nil,Nil,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Tender Document,1.0,"Tender Notice 05/EEMLCD/2025-26, lot-01",Date,,AOC
,,,,,,,2,5703770,S.B. ENTERPRISES,26-Nov-2025 12:29 PM,Rejected-AOC,Second lowest,05-Jan-2026 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,AOC
