Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage
13-Jan-2026,"INR 1,652,346",90.0,Surendra Katuyar,13-Jan-2026 01:37 PM,wo.pdf (710.00 KB),Work order Issue Letter no- 609 dt. 28.09.2025,1.0,5527470.0,M/S KRISHNA CONSTRUCTION COMPANY,INR,"1,652,346",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Fatehpur,2025_SCIDC_1070844_1,27-6/EE/FTP/PMAGY/E-Ten/25-26,Construction of PMAGY at Gram Teksari Bujurg Block Haswan distt Fatehpur,1,5520149,Ms Ashok Kumar,07-Sep-2025 05:59 PM,Rejected-AOC,2nd,13-Jan-2026 01:37 PM,Technical,td,Surendra Katuyar,23-Sep-2025 04:33 PM,technical_1953708.pdf,SS Katiyar,Internal,"Lalji Tiwari, Devendra Kumar",Surendra Katuyar,13-Jan-2026 01:35 PM,finsummary_1953708.pdf (231.53 KB),Finance,fs,Surendra Katuyar,13-Jan-2026 01:33 PM,finance_1953708.pdf,BOQ Comparative Chart,SS Katiyar,Internal,Lalji Tiwari Devendra Kumar,Surendra Katuyar,23-Sep-2025 04:37 PM,23-Sep-2025 04:40 PM,techsummary_1953708.pdf (404.12 KB),AOC,1.0,RTGS - RTGS Payment,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Fatehpur,27-6/EE/FTP/PMAGY/E-Ten/25-26,2025_SCIDC_1070844_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,Construction of PMAGY at Gram Teksari Bujurg Block Haswan distt Fatehpur,Construction of PMAGY at Gram Teksari Bujurg Block Haswan distt Fatehpur,Please refer Tender documents. ,NA ,"16,54,000",Civil Works,NA ,Tender,105.0,90.0,Fatehpur,212601.0,EE UPSCIDCO Prayagraj ,236/174/4 Triveni Gas Godown Road New mehdauri Teliyarganj Prayagraj ,06-Sep-2025 12:00 PM ,EE UPSCIDCO Prayagraj,No ,No,1,Fee/PreQual/Technical,.pdf,NIT,1.0,Date Corrigendum,Date,,"33,500",Yes,fixed,,EE UPSCIDCO,Fatehpur,"1,652",EE UPSCIDCO,Fatehpur,No,02-Sep-2025 05:00 PM,11-Sep-2025 03:00 PM,02-Sep-2025 05:00 PM,11-Sep-2025 02:00 PM,NA ,NA ,02-Sep-2025 05:00 PM,11-Sep-2025 02:00 PM,23-Sep-2025 04:40 PM,EE UPSCIDCO Fatehpur,236/174/4 Triveni Gas Godown Road New mehdauri Teliyarganj Prayagraj,AOC
,,,,,,,,,,,,,,,,2,5527470,M/S KRISHNA CONSTRUCTION COMPANY,11-Sep-2025 09:38 AM,Accepted-AOC,1st,13-Jan-2026 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
