EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"1,24,000",No,fixed,,Nil,Nil,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Tender Documents,24-Nov-2025 09:00 AM,29-Nov-2025 03:30 PM,24-Nov-2025 09:00 AM,29-Nov-2025 03:00 PM,NA ,NA ,24-Nov-2025 10:00 AM,29-Nov-2025 03:00 PM,12-Dec-2025 04:30 PM,Construction of road (Kharanja) from Km 7.600 to Km 10.900 of Khalilabad Branch in Basti District.,Construction of road (Kharanja) from Km 7.600 to Km 10.900 of Khalilabad Branch in Basti District.,Please refer Tender documents. ,NA ,"62,02,000",Civil Works,NA ,Tender,90.0,90.0,Basti,272002.0,NA ,NA ,NA ,"S.E, Irrigation Construction Circle, Basti",No ,No,"S.E, Irrigation Construction Circle, Basti","S.E, Irrigation Construction Circle, Basti","2,732",Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti",04/S.E/2025-26,2025_UPIDC_1093020_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,AOC,Ramesh Prasad,Internal,Dinesh Mohan,Ramesh Prasad,15-Dec-2025 02:00 PM,finsummary_2008471.pdf (374.00 KB),Technical,Admitted,Ramesh Prasad,10-Dec-2025 06:23 PM,,Ramesh Prasad,Internal,Dinesh Mohan,Ramesh Prasad,10-Dec-2025 06:36 PM,12-Dec-2025 04:30 PM,techsummary_2008471.pdf (547.44 KB),Finance,Admitted,Ramesh Prasad,15-Dec-2025 01:49 PM,,BOQ Comparative Chart,1.0,5710113.0,AKANKSHA ASSOCIATES,INR,"5,053,768","U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti",2025_UPIDC_1093020_1,04/S.E/2025-26,Construction of road (Kharanja) from Km 7.600 to Km 10.900 of Khalilabad Branch in Basti District.,1,5710113,AKANKSHA ASSOCIATES,29-Nov-2025 02:05 PM,Accepted-AOC,L1,01-Jan-2026 01:48 PM,24-Dec-2025,"INR 5,053,768",90.0,Ramesh Prasad,01-Jan-2026 01:48 PM,AOC_06.pdf (473.00 KB),AOC,AOC
,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5710182,M/S JAI CONSTRUCTION,29-Nov-2025 02:04 PM,Rejected-Finance,L2,15-Dec-2025 02:00 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5710014,M/S SHYAM CONSTRUCTION,29-Nov-2025 12:18 PM,Rejected-Technical,As Per Uploaded,10-Dec-2025 06:36 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5710209,M/S virat constrution,29-Nov-2025 01:32 PM,Rejected-Technical,As Per Uploaded,10-Dec-2025 06:36 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5707378,Pratap Narayan Mishra,29-Nov-2025 09:33 AM,Rejected-Finance,L3,15-Dec-2025 02:00 PM,,,,,,,,AOC
